,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,MA_PTS,MA_FGM,MA_FGA,MA_STL,MA_BLK,MA_TOV,MA_FG_PCT,MA_MIN,MA_PLUS_MINUS,AVG_PTS,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAMID,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,TEAM_W,TEAM_L,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG_ALLOWED,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,Home_Away
0,22024,1629673,0022400073,"OCT 24, 2024",WAS vs. BOS,L,32,9,17,0.529,6,11,0.545,2,2,1.0,0,1,1,4,4,1,4,3,26,-19,1,26.0,9.0,17.0,4.0,1.0,4.0,0.529,32.0,-19.0,,WAS,1610612764,BOS,1610612738,G,1,0,0,1,0,0,25.0,76,194,0,1,102.0,0,5,0.0,2,0,105.5,1,4,26.4,1
1,22024,1629673,0022400090,"OCT 26, 2024",WAS vs. CLE,L,24,4,9,0.444,4,7,0.571,2,2,1.0,0,1,1,6,3,0,1,2,14,-17,1,20.0,6.5,13.0,3.5,0.5,2.5,0.48650000000000004,28.0,-18.0,26.0,WAS,1610612764,CLE,1610612739,G,1,0,0,1,0,0,25.0,76,194,0,2,109.0,0,5,20.4,3,0,107.66666666666667,2,3,49.8,1
2,22024,1629673,0022400103,"OCT 28, 2024",WAS @ ATL,W,33,9,17,0.529,6,8,0.75,2,2,1.0,1,0,1,5,2,0,3,3,26,4,1,22.0,7.333333333333333,14.333333333333334,3.0,0.3333333333333333,2.6666666666666665,0.5006666666666667,29.666666666666668,-10.666666666666666,20.0,WAS,1610612764,ATL,1610612737,G,1,0,0,1,0,0,25.0,76,194,1,2,113.0,0,5,43.6,2,2,121.25,2,3,69.8,0
3,22024,1629673,0022400121,"OCT 30, 2024",WAS vs. ATL,W,32,6,18,0.333,4,9,0.444,8,8,1.0,1,2,3,9,3,0,5,4,24,14,1,22.5,7.0,15.25,3.0,0.25,3.25,0.45875,30.25,-4.5,22.0,WAS,1610612764,ATL,1610612737,G,1,0,0,1,0,0,25.0,76,194,2,2,118.0,1,4,67.8,2,3,123.6,2,3,93.6,1
4,22024,1629673,0022400147,"NOV 02, 2024",WAS vs. MIA,L,31,8,18,0.444,2,8,0.25,3,4,0.75,0,0,0,3,2,2,4,4,21,-22,1,22.2,7.2,15.8,2.8,0.6,3.4,0.4558,30.4,-8.0,22.5,WAS,1610612764,MIA,1610612748,G,1,0,0,1,0,0,25.0,76,194,2,3,114.0,2,3,94.4,3,2,106.8,2,3,84.8,1
5,22024,1629673,0022400155,"NOV 04, 2024",WAS vs. GSW,L,34,8,20,0.4,2,10,0.2,6,7,0.857,0,1,1,3,3,4,1,3,24,-9,1,21.8,7.0,16.4,2.6,1.2,2.8,0.43000000000000005,30.8,-6.0,22.2,WAS,1610612764,GSW,1610612744,G,1,0,0,1,0,0,25.0,76,194,2,4,113.66666666666667,2,3,114.0,6,1,104.28571428571429,4,1,117.2,1
6,22024,1629673,0022400191,"NOV 08, 2024",WAS @ MEM,L,23,3,10,0.3,2,4,0.5,2,2,1.0,1,1,2,1,0,0,4,3,10,-20,1,21.0,6.8,16.6,2.0,1.2,3.4,0.40119999999999995,30.6,-6.6,22.5,WAS,1610612764,MEM,1610612763,G,1,0,0,1,0,0,25.0,76,194,2,5,112.28571428571429,2,3,116.0,6,4,113.8,3,2,117.4,0
7,22024,1629673,0022400204,"NOV 10, 2024",WAS @ ORL,L,31,8,19,0.421,3,10,0.3,5,6,0.833,0,4,4,1,0,0,2,4,24,-12,1,20.6,6.6,17.0,1.6,1.2,3.2,0.37960000000000005,30.2,-9.8,20.714285714285715,WAS,1610612764,ORL,1610612753,G,1,0,0,1,0,0,25.0,76,194,2,6,110.0,2,3,113.6,5,6,106.27272727272727,1,4,101.2,0
8,22024,1629673,0022400213,"NOV 11, 2024",WAS @ HOU,L,34,5,14,0.357,1,5,0.2,0,0,0.0,0,5,5,6,4,0,8,3,11,-10,1,18.0,6.4,16.2,1.8,1.2,3.8,0.3844,30.6,-14.6,21.125,WAS,1610612764,HOU,1610612745,G,1,0,0,1,0,0,25.0,76,194,2,7,108.0,1,4,108.2,7,4,106.45454545454545,3,2,113.0,0
9,22024,1629673,0022400224,"NOV 13, 2024",WAS @ SAS,L,33,15,22,0.682,6,9,0.667,6,6,1.0,0,2,2,6,2,0,3,5,42,-6,1,22.2,7.8,17.0,1.8,0.8,3.6,0.43200000000000005,31.0,-11.4,20.0,WAS,1610612764,SAS,1610612759,G,1,0,0,1,0,0,25.0,76,194,2,8,110.2,0,5,100.0,6,6,109.16666666666667,2,3,109.6,0
10,22024,1629673,0022400012,"NOV 15, 2024",WAS @ ATL,L,29,6,14,0.429,4,9,0.444,6,7,0.857,0,5,5,6,2,0,3,5,22,-7,1,21.8,7.4,15.8,1.6,0.0,4.0,0.4378,30.0,-11.0,22.2,WAS,1610612764,ATL,1610612737,G,1,0,0,1,0,0,25.0,76,194,2,9,110.81818181818181,0,5,106.4,6,7,120.84615384615384,2,3,113.0,0
11,22024,1629673,0022400237,"NOV 17, 2024",WAS vs. DET,L,27,8,16,0.5,3,5,0.6,3,3,1.0,0,1,1,5,0,0,2,4,22,-33,1,24.2,8.4,17.0,1.6,0.0,3.6,0.47779999999999995,30.8,-13.6,22.181818181818183,WAS,1610612764,DET,1610612765,G,1,0,0,1,0,0,25.0,76,194,2,10,110.25,0,5,107.4,7,8,110.2,3,2,112.6,1
12,22024,1629673,0022400246,"NOV 18, 2024",WAS @ NYK,L,27,3,7,0.429,1,4,0.25,1,2,0.5,1,3,4,5,0,0,1,3,8,-14,1,21.0,7.4,14.6,1.6,0.0,3.4,0.47940000000000005,30.0,-14.0,22.166666666666668,WAS,1610612764,NYK,1610612752,G,1,0,0,1,0,0,25.0,76,194,2,11,109.92307692307692,0,5,107.4,8,6,111.14285714285714,3,2,118.6,0
13,22024,1629673,0022400028,"NOV 22, 2024",WAS vs. BOS,L,33,9,19,0.474,3,7,0.429,2,3,0.667,0,2,2,8,1,0,4,4,23,-6,1,23.4,8.2,15.6,1.0,0.0,2.6,0.5027999999999999,29.8,-13.2,21.076923076923077,WAS,1610612764,BOS,1610612738,G,1,0,0,1,0,0,25.0,76,194,2,12,108.92857142857143,0,5,109.8,13,3,110.8125,4,1,122.8,1
14,22024,1629673,0022400291,"NOV 27, 2024",WAS vs. LAC,L,25,1,7,0.143,1,5,0.2,5,6,0.833,0,0,0,3,2,0,6,1,8,-24,1,16.6,5.4,12.6,1.0,0.0,3.2,0.39499999999999996,28.2,-16.8,21.214285714285715,WAS,1610612764,LAC,1610612746,G,1,0,0,1,0,0,25.0,76,194,2,15,107.76470588235294,0,5,103.4,12,8,106.95,4,1,105.8,1
