,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,MA_PTS,MA_FGM,MA_FGA,MA_STL,MA_BLK,MA_TOV,MA_FG_PCT,MA_MIN,MA_PLUS_MINUS,AVG_PTS,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAMID,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,TEAM_W,TEAM_L,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG_ALLOWED,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,Home_Away,target
0,22024,201942,22400180,"NOV 06, 2024",SAC vs. TOR,W,35,11,21,0.524,2,4,0.5,3,3,1.0,0,2,2,3,1,0,3,1,27,15,1,26.6,10.2,19.2,1.6,0.8,2.4,0.546,37.4,8.4,25.428571428571427,SAC,1610612758,TOR,1610612761,G-F,1,0,0,1,1,0,35.0,78,220,5,3,118.75,4,1,117.2,2,7,124.66666666666669,1,1,126.6,1,1
1,22024,201942,22400196,"NOV 08, 2024",SAC vs. LAC,L,40,5,12,0.417,0,2,0.0,3,4,0.75,0,1,1,6,2,0,2,1,13,-9,1,25.2,9.4,18.8,1.8,0.6,2.6,0.5008,38.6,4.0,25.625,SAC,1610612758,LAC,1610612746,G-F,1,0,0,1,1,0,35.0,78,220,5,4,116.44444444444444,4,1,119.4,5,4,106.66666666666669,2,1,107.8,1,0
2,22024,201942,22400209,"NOV 10, 2024",SAC @ PHX,W,43,14,25,0.56,1,1,1.0,5,6,0.833,0,3,3,3,1,0,2,0,34,6,1,26.6,10.4,20.6,1.4,0.4,2.8,0.5002000000000001,39.4,3.2,24.22222222222222,SAC,1610612758,PHX,1610612756,G-F,1,0,0,1,1,0,35.0,78,220,6,4,117.5,3,2,116.4,8,2,112.7,5,2,115.0,0,1
3,22024,201942,22400216,"NOV 11, 2024",SAC @ SAS,L,38,8,15,0.533,1,1,1.0,4,5,0.8,1,7,8,6,1,2,0,1,21,-11,1,24.2,9.6,18.2,1.0,0.8,1.6,0.518,38.4,-0.2,25.2,SAC,1610612758,SAS,1610612759,G-F,1,0,0,1,1,0,35.0,78,220,6,5,115.54545454545456,3,2,117.2,5,6,107.27272727272728,2,2,109.0,0,1
4,22024,201942,22400227,"NOV 13, 2024",SAC vs. PHX,W,17,1,2,0.5,0,0,0.0,0,0,0.0,1,4,5,3,1,2,2,1,2,0,1,19.4,7.8,15.0,1.2,0.8,1.8,0.5068,34.6,0.2,24.818181818181817,SAC,1610612758,PHX,1610612756,G-F,1,0,0,1,1,0,35.0,78,220,7,5,116.5,3,2,110.8,9,3,113.83333333333331,4,2,117.0,1,0
5,22024,201942,22400034,"NOV 22, 2024",SAC @ LAC,L,36,6,19,0.316,0,5,0.0,4,8,0.5,0,6,6,2,1,1,2,3,16,-8,1,17.2,6.8,14.6,1.2,1.0,1.6,0.4652,34.8,-4.4,22.916666666666668,SAC,1610612758,LAC,1610612746,G-F,1,0,0,1,1,0,35.0,78,220,8,8,115.0625,2,3,115.6,10,7,106.94117647058825,3,3,105.8,0,0
6,22024,201942,22400276,"NOV 24, 2024",SAC vs. BKN,L,36,7,18,0.389,0,2,0.0,4,6,0.667,1,4,5,5,0,0,3,4,18,0,1,18.2,7.2,15.8,0.8,1.0,1.8,0.4596,34.0,-2.6,22.384615384615383,SAC,1610612758,BKN,1610612751,G-F,1,0,0,1,1,0,35.0,78,220,8,9,114.3529411764706,2,3,114.0,7,10,113.88235294117646,1,3,110.8,1,0
7,22024,201942,22400285,"NOV 25, 2024",SAC vs. OKC,L,36,13,21,0.619,0,2,0.0,4,4,1.0,0,2,2,6,1,0,0,1,30,-14,1,17.4,7.0,15.0,0.8,1.0,1.4,0.4714,32.6,-6.6,22.071428571428573,SAC,1610612758,OKC,1610612760,G-F,1,0,0,1,1,0,35.0,78,220,8,10,114.05555555555556,1,4,109.2,13,4,103.94117647058825,3,4,107.4,1,1
8,22024,201942,22400313,"DEC 01, 2024",SAC vs. SAS,L,37,10,20,0.5,0,1,0.0,8,9,0.889,1,4,5,8,3,0,0,0,28,0,1,18.8,7.4,16.0,1.2,0.6,1.4,0.4648,32.4,-4.4,22.6,SAC,1610612758,SAS,1610612759,G-F,1,0,0,1,1,0,35.0,78,220,9,12,114.23809523809524,1,4,104.2,11,9,110.75,4,4,113.8,1,1
9,22024,201942,22400059,"DEC 03, 2024",SAC vs. HOU,W,34,6,15,0.4,0,2,0.0,4,5,0.8,0,5,5,5,1,1,2,2,16,17,1,21.6,8.4,18.6,1.2,0.4,1.4,0.4448,35.8,-1.0,22.9375,SAC,1610612758,HOU,1610612745,G-F,1,0,0,1,1,0,35.0,78,220,10,12,114.5,1,4,111.6,15,7,106.95454545454544,4,4,114.4,1,0
10,22024,201942,22400329,"DEC 05, 2024",SAC @ MEM,L,35,6,15,0.4,1,1,1.0,13,14,0.929,1,2,3,1,1,0,2,5,26,-12,1,23.6,8.4,17.8,1.2,0.2,1.4,0.4615999999999999,35.6,-1.8,22.529411764705884,SAC,1610612758,MEM,1610612763,G-F,1,0,0,1,1,0,35.0,78,220,10,13,114.30434782608695,2,3,115.0,15,8,113.1304347826087,4,3,125.2,0,1
11,22024,201942,22400337,"DEC 06, 2024",SAC @ SAS,W,32,8,15,0.533,1,3,0.333,6,6,1.0,0,3,3,2,1,0,2,3,23,10,1,24.6,8.6,17.2,1.4,0.2,1.2,0.4904,34.8,0.2,22.72222222222222,SAC,1610612758,SAS,1610612759,G-F,1,0,0,1,1,0,35.0,78,220,11,13,115.375,2,3,115.2,11,12,112.95652173913044,2,3,114.6,0,1
12,22024,201942,22400357,"DEC 08, 2024",SAC vs. UTA,W,29,8,14,0.571,0,2,0.0,2,2,1.0,0,1,1,4,1,1,0,3,18,19,1,22.2,7.6,15.8,1.4,0.4,1.2,0.4808,33.4,6.8,22.73684210526316,SAC,1610612758,UTA,1610612762,G-F,1,0,0,1,1,0,35.0,78,220,12,13,116.4,2,3,120.2,5,18,118.69565217391305,1,3,109.6,1,0
13,22024,201942,22401207,"DEC 12, 2024",SAC @ NOP,W,34,8,18,0.444,3,3,1.0,10,11,0.909,0,3,3,2,4,0,1,3,29,6,1,22.4,7.2,15.4,1.6,0.4,1.4,0.4695999999999999,32.8,8.0,22.5,SAC,1610612758,NOP,1610612740,G-F,1,0,0,1,1,0,35.0,78,220,13,13,116.1923076923077,3,2,127.2,5,21,116.46153846153848,1,2,109.6,0,1
14,22024,201942,22401225,"DEC 16, 2024",SAC vs. DEN,L,34,7,18,0.389,0,1,0.0,3,3,1.0,1,2,3,4,2,0,2,4,17,0,1,22.6,7.4,16.0,1.8,0.2,1.4,0.4674,32.8,4.6,22.80952380952381,SAC,1610612758,DEN,1610612743,G-F,1,0,0,1,1,0,35.0,78,220,13,14,116.66666666666669,4,1,124.4,14,10,116.5,3,1,121.4,1,0
15,22024,201942,22400372,"DEC 19, 2024",SAC vs. LAL,L,35,4,13,0.308,0,2,0.0,2,2,1.0,0,5,5,4,1,0,1,3,10,-14,1,19.4,7.0,15.6,1.8,0.2,1.2,0.449,32.8,4.2,22.545454545454547,SAC,1610612758,LAL,1610612747,G-F,1,0,0,1,1,0,35.0,78,220,13,15,116.07142857142856,3,2,126.2,15,12,114.25925925925924,2,2,107.0,1,0
16,22024,201942,22400376,"DEC 21, 2024",SAC vs. LAL,L,37,4,10,0.4,1,2,0.5,3,3,1.0,2,2,4,3,2,0,2,2,12,6,1,17.2,6.2,14.6,2.0,0.2,1.2,0.4224,33.8,3.4,22.0,SAC,1610612758,LAL,1610612747,G-F,1,0,0,1,1,0,35.0,78,220,13,16,115.48275862068964,3,2,124.2,16,12,113.71428571428572,3,2,111.0,1,0
17,22024,201942,22400389,"DEC 22, 2024",SAC vs. IND,L,28,1,7,0.143,0,1,0.0,0,0,0.0,1,1,2,2,0,0,0,1,2,-21,1,14.0,4.8,13.2,1.8,0.0,1.2,0.3368,33.6,-4.6,21.58333333333333,SAC,1610612758,IND,1610612754,G-F,1,0,0,1,1,0,35.0,78,220,13,17,114.8,2,3,116.0,14,15,116.27586206896552,4,3,120.2,1,0
18,22024,201942,22400418,"DEC 26, 2024",SAC vs. DET,L,36,7,13,0.538,1,3,0.333,4,6,0.667,0,3,3,4,0,0,1,1,19,-1,1,12.0,4.6,12.2,1.0,0.0,1.2,0.3556,34.0,-6.0,20.8,SAC,1610612758,DET,1610612765,G-F,1,0,0,1,1,0,35.0,78,220,13,18,114.74193548387096,1,4,106.8,14,17,114.5483870967742,3,4,118.6,1,0
19,22024,201942,22400435,"DEC 28, 2024",SAC @ LAL,L,41,12,17,0.706,0,2,0.0,1,1,1.0,2,4,6,7,1,0,1,4,25,-9,1,13.6,5.6,12.0,0.8,0.0,1.0,0.4189999999999999,35.4,-7.8,20.73076923076923,SAC,1610612758,LAL,1610612747,G-F,1,0,0,1,1,0,35.0,78,220,13,19,114.96875,0,5,107.2,18,13,114.06451612903226,4,5,112.2,0,1
20,22024,201942,22400448,"DEC 30, 2024",SAC vs. DAL,W,26,6,13,0.462,1,2,0.5,1,1,1.0,0,4,4,2,0,0,1,4,14,-1,1,14.4,6.0,12.0,0.6,0.0,1.0,0.4498,33.6,-5.2,20.88888888888889,SAC,1610612758,DAL,1610612742,G-F,1,0,0,1,1,0,35.0,78,220,14,19,114.8181818181818,0,5,105.8,20,13,111.48484848484848,3,5,112.8,1,0
21,22024,201942,22400462,"JAN 01, 2025",SAC vs. PHI,W,32,7,14,0.5,0,1,0.0,4,4,1.0,1,4,5,1,2,0,1,0,18,-5,1,15.6,6.6,12.8,0.6,0.0,0.8,0.4698,32.6,-7.4,20.642857142857142,SAC,1610612758,PHI,1610612755,G-F,1,0,0,1,1,0,35.0,78,220,15,19,114.76470588235294,1,4,107.8,13,18,110.38709677419357,4,4,113.4,1,0
22,22024,201942,22400476,"JAN 03, 2025",SAC vs. MEM,W,38,10,18,0.556,4,7,0.571,5,7,0.714,1,2,3,5,0,1,1,4,29,10,1,21.0,8.4,15.0,0.6,0.2,1.0,0.5524000000000001,34.6,-1.2,20.55172413793104,SAC,1610612758,MEM,1610612763,G-F,1,0,0,1,1,0,35.0,78,220,16,19,115.42857142857144,2,3,110.6,23,12,114.82857142857142,3,3,124.0,1,1
23,22024,201942,22400492,"JAN 05, 2025",SAC @ GSW,W,31,5,14,0.357,0,4,0.0,2,2,1.0,0,0,0,1,1,0,3,2,12,17,1,19.6,8.0,15.2,0.8,0.2,1.4,0.5162,33.6,2.4,20.83333333333333,SAC,1610612758,GSW,1610612744,G-F,1,0,0,1,1,0,35.0,78,220,17,19,115.80555555555556,3,2,119.2,18,17,111.0,3,2,111.2,0,0
24,22024,201942,22400501,"JAN 06, 2025",SAC vs. MIA,W,47,12,26,0.462,1,4,0.25,5,5,1.0,0,3,3,4,0,1,3,3,30,24,1,20.6,8.0,17.0,0.6,0.4,1.8,0.4674,34.8,9.0,20.548387096774192,SAC,1610612758,MIA,1610612748,G-F,1,0,0,1,1,0,35.0,78,220,18,19,116.0,4,1,122.4,17,17,110.47058823529412,2,1,109.6,1,1
25,22024,201942,22400528,"JAN 10, 2025",SAC @ BOS,W,40,9,26,0.346,2,5,0.4,4,5,0.8,0,4,4,9,1,1,0,2,24,15,1,22.6,8.6,19.6,0.8,0.6,1.6,0.4442,37.6,12.2,20.84375,SAC,1610612758,BOS,1610612738,G-F,1,0,0,1,1,0,35.0,78,220,19,19,115.94736842105264,5,0,122.6,27,11,108.42105263157896,4,0,112.4,0,1
26,22024,201942,22400541,"JAN 12, 2025",SAC @ CHI,W,37,9,20,0.45,1,3,0.333,2,2,1.0,0,0,0,3,0,0,1,2,21,6,1,23.2,9.0,20.8,0.4,0.6,1.6,0.4342,38.6,14.4,20.939393939393938,SAC,1610612758,CHI,1610612741,G-F,1,0,0,1,1,0,35.0,78,220,20,19,116.15384615384616,5,0,123.4,18,21,120.84615384615384,3,0,122.2,0,1
27,22024,201942,22400558,"JAN 14, 2025",SAC @ MIL,L,36,9,18,0.5,2,4,0.5,8,9,0.889,0,6,6,4,1,0,0,2,28,-5,1,23.0,8.8,20.8,0.6,0.4,1.4,0.423,38.2,11.4,20.94117647058824,SAC,1610612758,MIL,1610612749,G-F,1,0,0,1,1,0,35.0,78,220,20,20,116.125,5,0,125.6,21,17,111.57894736842104,3,0,113.2,0,1
28,22024,201942,22400576,"JAN 16, 2025",SAC vs. HOU,W,38,12,23,0.522,2,4,0.5,7,7,1.0,1,4,5,4,0,0,2,1,33,12,1,27.2,10.2,22.6,0.4,0.4,1.2,0.456,39.6,10.4,21.142857142857142,SAC,1610612758,HOU,1610612745,G-F,1,0,0,1,1,0,35.0,78,220,21,20,116.51219512195122,4,1,121.0,27,13,107.975,5,1,124.2,1,1
29,22024,201942,22400598,"JAN 19, 2025",SAC vs. WAS,W,38,9,21,0.429,0,4,0.0,6,7,0.857,1,5,6,1,2,1,0,3,24,19,1,26.0,9.6,21.6,0.8,0.4,0.6,0.4493999999999999,37.8,9.4,21.47222222222222,SAC,1610612758,WAS,1610612764,G-F,1,0,0,1,1,0,35.0,78,220,22,20,116.66666666666669,4,1,121.6,6,35,122.78048780487804,0,1,108.6,1,1
30,22024,1630596,22400154,"NOV 04, 2024",CLE vs. MIL,W,32,6,15,0.4,1,3,0.333,4,6,0.667,1,4,5,3,0,3,0,1,17,1,1,17.4,7.6,13.4,0.2,1.4,1.6,0.5631999999999999,29.8,7.0,17.714285714285715,CLE,1610612739,MIL,1610612749,C,0,0,1,0,0,1,23.0,83,215,8,0,122.25,5,0,122.6,1,6,118.28571428571428,0,0,108.8,1,0
31,22024,1630596,22400175,"NOV 06, 2024",CLE @ NOP,W,29,7,16,0.438,0,1,0.0,1,3,0.333,5,4,9,3,0,3,1,6,15,-7,1,17.0,7.6,14.2,0.2,1.4,1.6,0.5342,28.4,2.8,17.625,CLE,1610612739,NOP,1610612740,C,0,0,1,0,0,1,23.0,83,215,9,0,123.22222222222224,5,0,118.8,3,6,117.77777777777776,1,0,106.2,0,0
32,22024,1630596,22400188,"NOV 08, 2024",CLE vs. GSW,W,26,7,12,0.583,0,3,0.0,9,10,0.9,0,4,4,4,1,2,2,0,23,7,1,16.6,6.6,13.4,0.4,1.8,1.4,0.5008,29.8,1.6,17.333333333333332,CLE,1610612739,GSW,1610612744,C,0,0,1,0,0,1,23.0,83,215,10,0,124.5,5,0,123.0,7,2,108.66666666666669,5,0,119.6,1,1
33,22024,1630596,22400199,"NOV 09, 2024",CLE vs. BKN,W,35,10,11,0.909,1,1,1.0,2,5,0.4,3,13,16,1,4,1,4,1,23,8,1,18.4,7.4,13.4,1.0,1.8,1.6,0.5736000000000001,30.8,1.4,17.9,CLE,1610612739,BKN,1610612751,C,0,0,1,0,0,1,23.0,83,215,11,0,122.72727272727272,5,0,123.4,4,6,112.3,3,0,108.2,1,1
34,22024,1630596,22400212,"NOV 11, 2024",CLE @ CHI,W,31,6,10,0.6,0,1,0.0,3,3,1.0,5,6,11,2,0,0,3,0,15,11,1,18.6,7.2,12.8,1.0,1.8,2.0,0.586,30.6,4.0,18.363636363636363,CLE,1610612739,CHI,1610612741,C,0,0,1,0,0,1,23.0,83,215,12,0,122.41666666666669,5,0,120.4,4,7,120.1818181818182,1,0,116.2,0,0
35,22024,1630596,22400220,"NOV 13, 2024",CLE @ PHI,W,34,4,8,0.5,0,0,0.0,6,6,1.0,2,5,7,1,1,0,4,1,14,17,1,18.0,6.8,11.4,1.2,1.2,2.8,0.606,31.0,7.2,18.08333333333333,CLE,1610612739,PHI,1610612755,C,0,0,1,0,0,1,23.0,83,215,13,0,121.76923076923076,5,0,121.4,2,9,114.1818181818182,1,0,105.2,0,0
36,22024,1630596,22400236,"NOV 17, 2024",CLE vs. CHA,W,34,9,12,0.75,2,3,0.667,3,3,1.0,1,10,11,0,0,1,4,2,23,20,1,19.6,7.2,10.6,1.2,0.8,3.4,0.6683999999999999,32.0,12.6,17.76923076923077,CLE,1610612739,CHA,1610612766,C,0,0,1,0,0,1,23.0,83,215,15,0,123.66666666666669,5,0,123.6,5,8,113.92307692307692,3,0,104.0,1,1
37,22024,1630596,22400021,"NOV 19, 2024",CLE @ BOS,L,38,8,13,0.615,1,3,0.333,5,5,1.0,6,5,11,6,1,1,3,1,22,-5,1,19.4,7.4,10.8,1.2,0.6,3.6,0.6748000000000001,34.4,10.2,18.142857142857142,CLE,1610612739,BOS,1610612738,C,0,0,1,0,0,1,23.0,83,215,15,1,123.25,5,0,122.0,12,3,111.8,4,0,120.4,0,1
38,22024,1630596,22400252,"NOV 20, 2024",CLE vs. NOP,W,18,3,9,0.333,1,2,0.5,2,2,1.0,2,5,7,1,0,3,1,0,9,17,1,16.6,6.0,10.4,0.4,1.0,3.0,0.5595999999999999,31.0,12.0,18.4,CLE,1610612739,NOP,1610612740,C,0,0,1,0,0,1,23.0,83,215,16,1,123.52941176470588,4,1,124.4,4,12,115.375,1,1,96.8,1,0
39,22024,1630596,22400275,"NOV 24, 2024",CLE vs. TOR,W,33,6,11,0.545,0,2,0.0,2,2,1.0,3,8,11,4,1,1,2,3,14,12,1,16.4,6.0,10.6,0.6,1.2,2.8,0.5486000000000001,31.4,12.2,17.8125,CLE,1610612739,TOR,1610612761,C,0,0,1,0,0,1,23.0,83,215,17,1,123.44444444444444,4,1,126.2,4,13,118.82352941176472,2,1,108.6,1,0
40,22024,1630596,22400287,"NOV 27, 2024",CLE vs. ATL,L,37,7,15,0.467,1,3,0.333,7,10,0.7,4,8,12,5,4,3,0,2,22,0,1,18.0,6.6,12.0,1.2,1.8,2.0,0.542,32.0,8.8,17.58823529411765,CLE,1610612739,ATL,1610612737,C,0,0,1,0,0,1,23.0,83,215,17,2,123.47368421052632,4,1,127.8,8,11,121.15789473684212,1,1,111.4,1,1
41,22024,1630596,22400041,"NOV 29, 2024",CLE @ ATL,L,37,10,17,0.588,0,3,0.0,4,4,1.0,4,8,12,3,1,0,1,2,24,-6,1,18.2,6.8,13.0,1.4,1.6,1.4,0.5096,32.6,3.6,17.833333333333332,CLE,1610612739,ATL,1610612737,C,0,0,1,0,0,1,23.0,83,215,17,3,122.35,3,2,123.8,9,11,120.15,2,2,116.4,0,1
42,22024,1630596,22400307,"DEC 01, 2024",CLE vs. BOS,W,35,4,13,0.308,0,2,0.0,1,2,0.5,1,9,10,4,1,3,5,3,9,7,1,15.6,6.0,13.0,1.4,2.0,1.8,0.4481999999999999,32.0,6.0,18.157894736842103,CLE,1610612739,BOS,1610612738,C,0,0,1,0,0,1,23.0,83,215,18,3,122.0,2,3,118.4,16,4,110.8,5,3,119.8,1,0
43,22024,1630596,22400051,"DEC 03, 2024",CLE vs. WAS,W,31,6,12,0.5,1,2,0.5,6,8,0.75,1,9,10,2,0,2,2,2,19,23,1,17.6,6.6,13.6,1.4,1.8,2.0,0.4816,34.6,7.2,17.7,CLE,1610612739,WAS,1610612764,C,0,0,1,0,0,1,23.0,83,215,19,3,121.8181818181818,3,2,118.0,2,17,122.84210526315788,0,2,103.4,1,1
44,22024,1630596,22400325,"DEC 05, 2024",CLE vs. DEN,W,32,7,11,0.636,3,5,0.6,3,6,0.5,4,5,9,4,3,0,1,1,20,13,1,18.8,6.8,13.6,1.8,1.6,1.8,0.4998,34.4,7.4,17.761904761904763,CLE,1610612739,DEN,1610612743,C,0,0,1,0,0,1,23.0,83,215,20,3,122.0,3,2,116.0,11,9,116.8,3,2,121.6,1,1
45,22024,1630596,22400340,"DEC 07, 2024",CLE @ CHA,W,34,16,23,0.696,6,8,0.75,3,4,0.75,3,7,10,2,1,3,3,4,41,19,1,22.6,8.6,15.2,1.2,1.6,2.4,0.5456,33.8,11.2,17.863636363636363,CLE,1610612739,CHA,1610612766,C,0,0,1,0,0,1,23.0,83,215,21,3,121.75,3,2,116.8,6,17,112.7391304347826,0,2,100.2,0,1
46,22024,1630596,22400351,"DEC 08, 2024",CLE @ MIA,L,12,2,4,0.5,0,1,0.0,0,0,0.0,0,3,3,0,1,0,1,0,4,-11,1,18.6,7.0,12.6,1.2,1.6,2.4,0.5279999999999999,28.8,10.2,18.869565217391305,CLE,1610612739,MIA,1610612748,C,0,0,1,0,0,1,23.0,83,215,21,4,121.4,4,1,115.2,12,10,109.27272727272728,3,1,116.2,0,0
47,22024,1630596,22401224,"DEC 16, 2024",CLE @ BKN,W,23,7,9,0.778,1,1,1.0,6,6,1.0,1,4,5,2,1,0,2,3,21,14,1,21.0,7.6,11.8,1.2,1.0,1.8,0.622,26.4,11.6,18.25,CLE,1610612739,BKN,1610612751,C,0,0,1,0,0,1,23.0,83,215,23,4,121.48148148148148,4,1,117.6,10,16,115.26923076923076,1,1,105.0,0,1
48,22024,1630596,22400374,"DEC 20, 2024",CLE vs. MIL,W,27,6,10,0.6,0,2,0.0,3,3,1.0,2,5,7,4,0,0,2,2,15,21,1,20.2,7.6,11.4,1.2,0.6,1.8,0.642,25.6,11.2,18.36,CLE,1610612739,MIL,1610612749,C,0,0,1,0,0,1,23.0,83,215,24,4,121.57142857142856,4,1,120.0,14,12,112.34615384615384,3,1,110.2,1,0
49,22024,1630596,22400380,"DEC 21, 2024",CLE vs. PHI,W,30,10,14,0.714,1,2,0.5,1,5,0.2,3,10,13,7,2,1,1,1,22,10,1,20.6,8.2,12.0,1.0,0.8,1.8,0.6576,25.2,10.6,18.23076923076923,CLE,1610612739,PHI,1610612755,C,0,0,1,0,0,1,23.0,83,215,25,4,121.72413793103448,4,1,119.6,9,17,110.57692307692308,4,1,109.2,1,1
50,22024,1630596,22400392,"DEC 23, 2024",CLE vs. UTA,W,34,9,17,0.529,3,5,0.6,1,2,0.5,2,8,10,4,1,3,2,2,22,17,1,16.8,6.8,10.8,1.0,0.8,1.6,0.6242,25.2,10.2,18.37037037037037,CLE,1610612739,UTA,1610612762,C,0,0,1,0,0,1,23.0,83,215,26,4,121.8,4,1,121.6,7,21,119.46428571428572,2,1,112.2,1,1
51,22024,1630596,22400424,"DEC 27, 2024",CLE @ DEN,W,31,9,13,0.692,4,6,0.667,4,6,0.667,1,4,5,6,0,1,1,4,26,-1,1,21.2,8.2,12.6,0.8,1.0,1.6,0.6626000000000001,29.0,12.2,18.5,CLE,1610612739,DEN,1610612743,C,0,0,1,0,0,1,23.0,83,215,27,4,122.6774193548387,5,0,123.8,16,13,117.24137931034484,3,0,120.6,0,1
52,22024,1630596,22400446,"DEC 30, 2024",CLE @ GSW,W,25,2,6,0.333,1,4,0.25,2,2,1.0,1,6,7,1,1,2,6,5,7,5,1,18.4,7.2,12.0,0.8,1.4,2.4,0.5736,29.4,10.4,18.75862068965517,CLE,1610612739,GSW,1610612744,C,0,0,1,0,0,1,23.0,83,215,28,4,122.375,5,0,130.6,16,16,110.5625,2,0,106.4,0,0
53,22024,1630596,22400454,"DEC 31, 2024",CLE @ LAL,W,32,8,14,0.571,2,4,0.5,2,2,1.0,1,5,6,1,1,1,2,1,20,7,1,19.4,7.6,12.8,1.0,1.6,2.4,0.5678,30.4,7.6,18.366666666666667,CLE,1610612739,LAL,1610612747,C,0,0,1,0,0,1,23.0,83,215,29,4,122.36363636363636,5,0,127.2,18,14,114.3125,4,0,115.4,0,1
54,22024,1630596,22400474,"JAN 03, 2025",CLE @ DAL,W,30,14,21,0.667,3,6,0.5,3,4,0.75,2,8,10,4,0,2,0,3,34,32,1,21.8,8.4,14.2,0.6,1.8,2.2,0.5584,30.4,12.0,18.41935483870968,CLE,1610612739,DAL,1610612742,C,0,0,1,0,0,1,23.0,83,215,30,4,122.70588235294116,5,0,126.8,20,15,112.08571428571427,1,0,103.6,0,1
55,22024,1630596,22400488,"JAN 05, 2025",CLE vs. CHA,W,31,6,13,0.462,1,6,0.167,4,5,0.8,1,4,5,1,1,2,1,1,17,10,1,20.8,7.8,13.4,0.6,1.6,2.0,0.545,29.8,10.6,18.90625,CLE,1610612739,CHA,1610612766,C,0,0,1,0,0,1,23.0,83,215,31,4,122.48571428571428,5,0,128.4,7,27,112.47058823529412,0,0,101.4,1,0
56,22024,1630596,22400509,"JAN 08, 2025",CLE vs. OKC,W,35,8,13,0.615,0,3,0.0,5,7,0.714,2,8,10,7,1,1,3,2,21,8,1,19.8,7.6,13.4,0.8,1.6,2.4,0.5296000000000001,30.6,12.4,18.848484848484848,CLE,1610612739,OKC,1610612760,C,0,0,1,0,0,1,23.0,83,215,32,4,122.66666666666669,5,0,126.6,30,6,103.69444444444444,5,0,116.2,1,1
57,22024,1630596,22400517,"JAN 09, 2025",CLE vs. TOR,W,32,7,11,0.636,3,5,0.6,4,6,0.667,4,7,11,6,1,0,2,1,21,-1,1,22.6,8.6,14.4,0.8,1.2,1.6,0.5902000000000001,32.0,11.2,18.91176470588235,CLE,1610612739,TOR,1610612761,C,0,0,1,0,0,1,23.0,83,215,33,4,122.91891891891892,5,0,122.6,8,30,119.13157894736842,1,0,100.0,1,1
58,22024,1630596,22400543,"JAN 12, 2025",CLE vs. IND,L,31,6,10,0.6,1,2,0.5,3,3,1.0,0,12,12,1,0,1,0,1,16,-3,1,21.8,8.2,13.6,0.6,1.2,1.2,0.596,31.8,9.2,18.97142857142857,CLE,1610612739,IND,1610612754,C,0,0,1,0,0,1,23.0,83,215,33,5,122.13157894736842,5,0,126.4,22,18,114.925,5,0,120.8,1,0
59,22024,1630596,22400554,"JAN 14, 2025",CLE @ IND,W,33,8,12,0.667,3,4,0.75,3,5,0.6,3,10,13,1,0,1,1,1,22,11,1,19.4,7.0,11.8,0.6,1.0,1.4,0.5960000000000001,32.4,5.0,18.88888888888889,CLE,1610612739,IND,1610612754,C,0,0,1,0,0,1,23.0,83,215,34,5,122.25641025641026,4,1,120.6,22,19,115.21951219512196,5,1,116.8,0,1
60,22024,1630596,22400574,"JAN 16, 2025",CLE @ OKC,L,18,2,7,0.286,0,2,0.0,1,1,1.0,1,2,3,1,0,1,2,0,5,-24,1,17.0,6.2,10.6,0.4,0.8,1.6,0.5608,29.8,-1.8,18.97297297297297,CLE,1610612739,OKC,1610612760,C,0,0,1,0,0,1,23.0,83,215,34,6,122.05,4,1,119.2,34,6,103.625,4,1,121.4,0,0
61,22024,1631101,22400031,"NOV 22, 2024",POR @ HOU,L,23,3,9,0.333,1,3,0.333,6,6,1.0,1,0,1,2,2,0,0,1,13,-18,1,23.2,7.8,16.8,1.6,0.0,2.8,0.4442,32.4,-4.2,18.428571428571427,POR,1610612757,HOU,1610612745,G,1,0,0,1,0,0,21.0,77,208,6,10,105.625,3,2,106.0,12,5,105.11764705882354,4,2,121.8,0,0
62,22024,1631101,22400267,"NOV 23, 2024",POR @ HOU,W,36,7,18,0.389,4,9,0.444,6,6,1.0,1,2,3,1,2,0,2,3,24,9,1,24.6,7.8,17.4,1.4,0.0,2.8,0.4286,33.0,-3.0,17.75,POR,1610612757,HOU,1610612745,G,1,0,0,1,0,0,21.0,77,208,7,10,105.52941176470588,3,2,105.8,12,6,105.05555555555556,4,2,122.8,0,1
63,22024,1631101,22400282,"NOV 25, 2024",POR @ MEM,L,30,4,12,0.333,1,6,0.167,6,6,1.0,2,2,4,2,0,2,1,0,15,-22,1,21.0,6.2,15.2,1.4,0.4,2.4,0.3908,31.8,-6.2,18.444444444444443,POR,1610612757,MEM,1610612763,G,1,0,0,1,0,0,21.0,77,208,7,11,105.11111111111111,3,2,102.2,11,7,112.77777777777776,3,2,118.4,0,0
