,DISPLAY_FI_LAST,PERSON_ID,JERSEY_NUM,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,DQ,STL,TURNOVERS,BLK,PTS,MAX_ACTUAL_MINUTES,MAX_ACTUAL_SECONDS,MAX_REB,MAX_AST,MAX_STL,MAX_TURNOVERS,MAX_BLK,MAX_PTS,AVG_MIN,AVG_ACTUAL_SECONDS,AVG_TOT_REB,AVG_AST,AVG_STL,AVG_TURNOVERS,AVG_BLK,AVG_PTS,PER_MIN_TOT_REB,PER_MIN_AST,PER_MIN_STL,PER_MIN_TURNOVERS,PER_MIN_BLK,PER_MIN_PTS,AVG_FGM,AVG_FGA,AVG_FG3M,AVG_FG3A,AVG_OREB,AVG_FTM,AVG_FTA,AVG_FT_PCT
0,S. Gilgeous-Alexander,1628983,2   ,43,43,1475,42,485,917,0.529,86,247,0.348,320,354,0.904,38,190,228,263,95,0,88,116,47,1376,39,48,11,11,5,8,4,54,34,19.116279,5.3,6.1,2.05,2.7,1.09,32.0,7.4,8.6,2.86,3.8,1.53,44.8,11.279069767441861,21.325581395348838,2.0,5.744186046511628,0.8837209302325582,7.441860465116279,8.232558139534884,0.02102325581395349
