,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAMID,Home_Away,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,TEAM_W,TEAM_L,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG_ALLOWED,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,MA_PLUS_MINUS,AVG_PLUS_MINUS,MA_PTS,AVG_PTS,VS_PTS,MA_FGM,AVG_FGM,VS_FGM,MA_FGA,AVG_FGA,VS_FGA,MA_FG_PCT,AVG_FG_PCT,VS_FG_PCT,MA_FG3M,AVG_FG3M,VS_FG3M,MA_FG3A,AVG_FG3A,VS_FG3A,MA_FG3_PCT,AVG_FG3_PCT,VS_FG3_PCT,MA_FTM,AVG_FTM,VS_FTM,MA_FTA,AVG_FTA,VS_FTA,MA_FT_PCT,AVG_FT_PCT,VS_FT_PCT,MA_OREB,AVG_OREB,VS_OREB,MA_STL,AVG_STL,VS_STL,MA_MIN,AVG_MIN,VS_MIN,target
0,0.0,0.0,0.0,22024,1628415,22400068,"OCT 23, 2024",HOU vs. CHA,L,31,1,6,0.167,0,3,0.0,0,0,0.0,1,2,3,0,0,0,0,4,2,14,1,HOU,1610612745,CHA,1610612766,1,G-F,1,0,0,1,1,0,29.0,78,225,0,0,0.0,0,5,0.0,0,0,0.0,0,5,0.0,14.0,14.0,,2.0,,,1.0,,,6.0,,,0.167,,,0.0,,,3.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,31.0,,0
1,1.0,1.0,1.0,22024,1628415,22400082,"OCT 25, 2024",HOU vs. MEM,W,31,5,12,0.417,2,6,0.333,6,6,1.0,3,1,4,0,2,0,0,3,18,13,1,HOU,1610612745,MEM,1610612763,1,G-F,1,0,0,1,1,0,29.0,78,225,0,1,105.0,0,5,105.0,1,0,124.0,1,4,126.0,13.5,14.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,0.167,0.167,0.167,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,31.416666666666668,31.416666666666668,31.416666666666668,1
2,2.0,2.0,2.0,22024,1628415,22400094,"OCT 26, 2024",HOU @ SAS,L,35,6,12,0.5,4,7,0.571,0,0,0.0,1,1,2,1,1,1,1,5,16,9,1,HOU,1610612745,SAS,1610612759,0,G-F,1,0,0,1,1,0,29.0,78,225,1,1,116.5,1,4,116.5,0,1,120.0,0,5,109.0,12.0,13.5,10.0,10.0,10.0,3.0,3.0,3.0,9.0,9.0,9.0,0.333,0.333,0.333,1.0,1.0,1.0,4.5,4.5,4.5,0.222,0.222,0.222,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,31.316666666666663,31.316666666666663,31.316666666666663,1
3,3.0,3.0,3.0,22024,1628415,22400109,"OCT 28, 2024",HOU @ SAS,W,37,2,9,0.222,1,4,0.25,2,2,1.0,2,5,7,0,0,0,0,2,7,8,1,HOU,1610612745,SAS,1610612759,0,G-F,1,0,0,1,1,0,29.0,78,225,1,2,113.0,1,4,113.0,1,1,113.0,1,4,109.0,11.0,12.0,12.0,12.0,16.0,4.0,4.0,6.0,10.0,10.0,12.0,0.4,0.4,0.5,2.0,2.0,4.0,5.333333333333333,5.333333333333333,7.0,0.375,0.375,0.571,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.6666666666666667,1.6666666666666667,1.0,1.0,1.0,1.0,32.65555555,32.65555555,35.333333333333336,0
4,4.0,4.0,4.0,22024,1628415,22400129,"OCT 31, 2024",HOU @ DAL,W,41,6,15,0.4,2,9,0.222,3,4,0.75,1,3,4,2,0,1,0,1,17,7,1,HOU,1610612745,DAL,1610612742,0,G-F,1,0,0,1,1,0,29.0,78,225,2,2,111.3,2,3,111.3,3,1,109.8,3,2,113.0,10.2,11.0,10.8,10.8,10.8,3.5,3.5,3.5,9.75,9.75,9.75,0.359,0.359,0.359,1.75,1.75,1.75,5.0,5.0,5.0,0.35,0.35,0.35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.75,1.75,1.75,0.75,0.75,0.75,33.7125,33.7125,33.7125,1
5,5.0,5.0,5.0,22024,1628415,22400144,"NOV 02, 2024",HOU vs. GSW,L,27,3,9,0.333,1,4,0.25,0,0,0.0,1,4,5,2,1,0,2,6,7,-15,1,HOU,1610612745,GSW,1610612744,1,G-F,1,0,0,1,1,0,29.0,78,225,3,2,110.6,3,2,110.6,4,1,99.4,4,1,119.8,4.4,10.2,12.0,12.0,12.0,4.0,4.0,4.0,10.8,10.8,10.8,0.37,0.37,0.37,1.8,1.8,1.8,5.8,5.8,5.8,0.31,0.31,0.31,2.2,2.2,2.2,2.4,2.4,2.4,0.917,0.917,0.917,1.6,1.6,1.6,0.6,0.6,0.6,35.15,35.15,35.15,0
6,6.0,6.0,6.0,22024,1628415,22400161,"NOV 04, 2024",HOU vs. NYK,W,31,4,9,0.444,3,5,0.6,2,2,1.0,2,1,3,0,0,0,0,5,13,9,1,HOU,1610612745,NYK,1610612752,1,G-F,1,0,0,1,1,0,29.0,78,225,3,3,112.3,3,2,113.8,3,2,109.0,3,2,116.0,3.6,6.0,13.0,11.2,11.2,4.4,3.8333333333333335,3.8333333333333335,11.4,10.5,10.5,0.386,0.365,0.365,2.0,1.6666666666666667,1.6666666666666667,6.0,5.5,5.5,0.333,0.303,0.303,2.2,1.8333333333333333,1.8333333333333333,2.4,2.0,2.0,0.917,0.917,0.917,1.6,1.5,1.5,0.8,0.67,0.67,34.32666666666667,33.84166666666667,33.84166666666667,1
7,7.0,7.0,7.0,22024,1628415,22400173,"NOV 06, 2024",HOU vs. SAS,W,25,4,9,0.444,1,3,0.333,1,1,1.0,0,2,2,0,1,0,0,2,10,10,1,HOU,1610612745,SAS,1610612759,1,G-F,1,0,0,1,1,0,29.0,78,225,4,3,111.9,3,2,110.0,3,4,105.9,2,3,103.4,3.8,6.428571428571429,12.0,11.4,11.5,4.2,3.857142857142857,4.0,10.8,10.285714285714286,10.5,0.389,0.375,0.381,2.2,1.8571428571428568,2.5,5.8,5.428571428571429,5.5,0.379,0.342,0.455,1.4,1.8571428571428568,1.0,1.6,2.0,1.0,0.875,0.929,1.0,1.4,1.5714285714285714,1.5,0.4,0.57,0.5,34.24333333333333,33.40714285,36.10833333333333,0
8,8.0,8.0,8.0,22024,1628415,22400192,"NOV 08, 2024",HOU @ OKC,L,27,6,12,0.5,3,4,0.75,2,2,1.0,2,2,4,1,0,0,1,3,17,-11,1,HOU,1610612745,OKC,1610612760,0,G-F,1,0,0,1,1,0,29.0,78,225,5,3,113.8,4,1,114.2,7,1,99.4,4,1,114.2,0.0,6.875,10.8,11.3,11.3,3.8,3.875,3.875,10.2,10.125,10.125,0.373,0.383,0.383,1.6,1.75,1.75,5.0,5.125,5.125,0.32,0.341,0.341,1.6,1.75,1.75,1.8,1.875,1.875,0.889,0.933,0.933,1.2,1.375,1.375,0.4,0.63,0.63,32.09,32.302083333333336,32.302083333333336,1
9,9.0,9.0,9.0,22024,1628415,22400201,"NOV 10, 2024",HOU @ DET,W,34,6,15,0.4,2,8,0.25,0,0,0.0,0,2,2,1,1,0,0,1,14,14,1,HOU,1610612745,DET,1610612765,0,G-F,1,0,0,1,1,0,29.0,78,225,5,4,113.0,3,2,114.4,4,6,110.5,3,2,109.6,1.4,4.888888888888889,12.8,11.9,11.9,4.6,4.111111111111111,4.111111111111111,10.8,10.333333333333334,10.333333333333334,0.426,0.398,0.398,2.0,1.8888888888888888,1.8888888888888888,5.0,5.0,5.0,0.4,0.378,0.378,1.6,1.7777777777777777,1.7777777777777777,1.8,1.8888888888888888,1.8888888888888888,0.889,0.941,0.941,1.2,1.4444444444444444,1.4444444444444444,0.4,0.56,0.56,30.043333333333333,31.674074066666662,31.674074066666662,1
