,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAMID,Home_Away,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,TEAM_W,TEAM_L,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG_ALLOWED,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,MA_PLUS_MINUS,AVG_PLUS_MINUS,MA_PTS,AVG_PTS,VS_PTS,MA_FGM,AVG_FGM,VS_FGM,MA_FGA,AVG_FGA,VS_FGA,MA_FG_PCT,AVG_FG_PCT,VS_FG_PCT,MA_FG3M,AVG_FG3M,VS_FG3M,MA_FG3A,AVG_FG3A,VS_FG3A,MA_FG3_PCT,AVG_FG3_PCT,VS_FG3_PCT,MA_FTM,AVG_FTM,VS_FTM,MA_FTA,AVG_FTA,VS_FTA,MA_FT_PCT,AVG_FT_PCT,VS_FT_PCT,MA_OREB,AVG_OREB,VS_OREB,MA_STL,AVG_STL,VS_STL,MA_MIN,AVG_MIN,VS_MIN,target
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,22024,1630162,22400008,"NOV 12, 2024",MIN @ POR,L,37,8,19,0.421,4,10,0.4,6,6,1.0,0,0,0,3,2,1,1,2,26,-20,1,MIN,1610612750,POR,1610612757,0,G,1,0,0,1,0,0,23.0,76,225,6,4,113.8,3,2,114.6,3,8,116.6,1,4,102.2,7.0,4.7,26.8,28.3,37.0,9.4,9.9,12.0,19.2,20.9,21.0,0.49,0.474,0.571,5.0,5.4,9.0,10.2,11.8,15.0,0.49,0.458,0.6,3.0,3.1,4.0,4.2,4.6,5.0,0.714,0.674,0.8,0.8,0.5,0.0,1.2,0.9,1.0,33.36666666666667,36.19166666666667,30.116666666666667,0
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,22024,1630162,22400226,"NOV 13, 2024",MIN @ POR,L,40,10,25,0.4,0,9,0.0,4,4,1.0,0,4,4,4,4,1,3,2,24,-1,1,MIN,1610612750,POR,1610612757,0,G,1,0,0,1,0,0,23.0,76,225,6,5,113.3,3,2,115.6,4,8,115.9,2,3,107.2,5.0,2.4545454545454546,27.8,28.1,31.5,9.4,9.727272727272728,10.0,19.6,20.727272727272727,20.0,0.48,0.469,0.5,5.2,5.2727272727272725,6.5,10.8,11.636363636363637,12.5,0.481,0.453,0.52,3.8,3.363636363636364,5.0,4.6,4.727272727272728,5.5,0.826,0.712,0.909,0.8,0.4545454545454545,0.0,1.2,1.0,1.5,33.66,36.266666666666666,33.56666666666667,0
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,22024,1630162,22400020,"NOV 15, 2024",MIN @ SAC,W,42,14,27,0.519,6,14,0.429,2,2,1.0,1,4,5,2,0,0,2,4,36,16,1,MIN,1610612750,SAC,1610612758,0,G,1,0,0,1,0,0,23.0,76,225,6,6,112.0,2,3,112.4,7,5,112.5,3,2,114.0,5.2,2.1666666666666665,28.4,27.8,32.0,10.2,9.75,10.0,22.4,21.08333333333333,24.0,0.455,0.462,0.417,4.4,4.833333333333333,5.0,11.4,11.416666666666666,15.0,0.386,0.423,0.333,3.6,3.4166666666666665,7.0,4.0,4.666666666666667,7.0,0.9,0.732,1.0,0.8,0.4166666666666667,1.0,1.8,1.25,1.0,35.87,36.58888888333333,39.2,1
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,22024,1630162,22400234,"NOV 17, 2024",MIN vs. PHX,W,39,9,14,0.643,3,7,0.429,3,3,1.0,0,4,4,6,1,0,2,2,24,-6,1,MIN,1610612750,PHX,1610612756,1,G,1,0,0,1,0,0,23.0,76,225,7,6,113.4,2,3,111.4,9,4,112.7,2,3,107.8,-1.8,3.230769230769231,29.0,28.4,28.4,10.4,10.076923076923077,10.076923076923077,23.2,21.53846153846154,21.53846153846154,0.448,0.468,0.468,4.6,4.923076923076923,4.923076923076923,12.4,11.615384615384617,11.615384615384617,0.371,0.424,0.424,3.6,3.3076923076923075,3.3076923076923075,4.0,4.461538461538462,4.461538461538462,0.9,0.741,0.741,0.4,0.4615384615384615,0.4615384615384615,1.8,1.15,1.15,37.29,36.99871793333333,36.99871793333333,0
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,22024,1630162,22400261,"NOV 21, 2024",MIN @ TOR,L,36,9,20,0.45,5,9,0.556,3,3,1.0,1,2,3,2,2,2,2,4,26,4,1,MIN,1610612750,TOR,1610612761,0,G,1,0,0,1,0,0,23.0,76,225,8,6,113.9,2,3,110.0,3,12,119.5,1,4,107.2,-1.4,2.571428571428572,26.4,28.1,24.0,9.8,10.0,9.0,21.8,21.0,21.0,0.45,0.476,0.429,3.4,4.785714285714286,5.0,10.8,11.285714285714286,12.0,0.315,0.424,0.417,3.4,3.2857142857142856,1.0,3.6,4.357142857142857,3.0,0.944,0.754,0.333,0.4,0.4285714285714285,0.0,1.8,1.14,1.0,39.03333333333333,37.1297619,39.18333333333333,0
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,22024,1630162,22400271,"NOV 24, 2024",MIN @ BOS,L,39,9,21,0.429,6,11,0.545,4,4,1.0,0,9,9,7,0,0,3,3,28,2,1,MIN,1610612750,BOS,1610612738,0,G,1,0,0,1,0,0,23.0,76,225,8,7,113.3,2,3,112.2,13,3,110.8,4,1,121.8,3.0,2.6666666666666665,27.2,27.9,27.9,10.0,9.933333333333334,9.933333333333334,21.0,20.933333333333334,20.933333333333334,0.476,0.475,0.475,3.6,4.8,4.8,9.8,11.133333333333333,11.133333333333333,0.367,0.431,0.431,3.6,3.2666666666666666,3.2666666666666666,3.6,4.266666666666667,4.266666666666667,1.0,0.766,0.766,0.4,0.4666666666666667,0.4666666666666667,1.8,1.2,1.2,38.78333333333333,37.05555555,37.05555555,1
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,22024,1630162,22400037,"NOV 26, 2024",MIN vs. HOU,L,43,8,22,0.364,3,12,0.25,10,10,1.0,3,7,10,1,1,3,3,1,29,-14,1,MIN,1610612750,HOU,1610612745,1,G,1,0,0,1,0,0,23.0,76,225,8,8,112.8,2,3,111.6,12,6,105.1,3,2,117.4,0.4,2.625,27.6,27.9,27.9,10.2,9.875,9.875,21.4,20.9375,20.9375,0.477,0.472,0.472,4.0,4.875,4.875,10.0,11.125,11.125,0.4,0.438,0.438,3.2,3.3125,3.3125,3.2,4.25,4.25,1.0,0.779,0.779,0.4,0.4375,0.4375,1.4,1.13,1.13,39.236666666666665,37.19479166666667,37.19479166666667,1
17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,22024,1630162,22400294,"NOV 27, 2024",MIN vs. SAC,L,37,9,24,0.375,4,9,0.444,7,8,0.875,1,4,5,5,3,0,1,0,29,-5,1,MIN,1610612750,SAC,1610612758,1,G,1,0,0,1,0,0,23.0,76,225,8,9,112.6,2,3,114.2,8,10,113.8,1,4,105.8,-3.8,1.6470588235294117,28.6,28.0,34.0,9.8,9.764705882352942,12.0,20.8,21.0,25.5,0.471,0.465,0.471,4.6,4.764705882352941,5.5,10.6,11.176470588235292,14.5,0.434,0.426,0.379,4.4,3.7058823529411766,4.5,4.4,4.588235294117647,4.5,1.0,0.808,1.0,1.0,0.5882352941176471,1.0,0.8,1.12,0.5,39.86,37.55098038333333,40.55833333333333,1
18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,22024,1630162,22400044,"NOV 29, 2024",MIN vs. LAC,W,36,7,21,0.333,4,9,0.444,3,5,0.6,2,2,4,3,2,0,4,0,21,-5,1,MIN,1610612750,LAC,1610612746,1,G,1,0,0,1,0,0,23.0,76,225,8,10,112.2,1,4,109.0,12,8,107.0,4,1,109.6,-3.6,1.2777777777777777,27.2,28.1,28.1,8.8,9.72222222222222,9.72222222222222,20.2,21.166666666666668,21.166666666666668,0.436,0.459,0.459,4.2,4.722222222222222,4.722222222222222,9.6,11.055555555555555,11.055555555555555,0.438,0.427,0.427,5.4,3.888888888888889,3.888888888888889,5.6,4.777777777777778,4.777777777777778,0.964,0.814,0.814,1.0,0.6111111111111112,0.6111111111111112,1.4,1.22,1.22,38.96,37.543518516666666,37.543518516666666,0
19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,22024,1630162,22400318,"DEC 02, 2024",MIN vs. LAL,W,27,3,13,0.231,1,5,0.2,1,2,0.5,0,7,7,3,2,0,3,1,8,1,1,MIN,1610612750,LAL,1610612747,1,G,1,0,0,1,0,0,23.0,76,225,9,10,111.2,1,4,103.6,12,8,115.2,2,3,103.8,-4.2,0.9473684210526316,26.6,27.7,27.0,8.4,9.578947368421051,10.0,21.6,21.157894736842103,25.0,0.389,0.453,0.4,4.4,4.684210526315789,5.0,10.0,10.947368421052632,13.0,0.44,0.428,0.385,5.4,3.842105263157895,2.0,6.0,4.789473684210527,3.0,0.9,0.802,0.667,1.4,0.6842105263157895,0.0,1.6,1.26,0.0,38.39666666666667,37.46315788333333,41.06666666666667,0
20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,22024,1630162,22400324,"DEC 04, 2024",MIN @ LAC,W,26,5,14,0.357,4,9,0.444,2,2,1.0,1,5,6,4,4,0,2,3,16,27,1,MIN,1610612750,LAC,1610612746,0,G,1,0,0,1,0,0,23.0,76,225,10,10,111.1,2,3,104.4,14,9,106.9,3,2,112.0,0.8,0.95,23.0,26.7,21.0,7.2,9.25,7.0,20.2,20.75,21.0,0.356,0.446,0.333,3.6,4.5,4.0,9.2,10.65,9.0,0.391,0.423,0.444,5.0,3.7,3.0,5.8,4.65,5.0,0.862,0.796,0.6,1.2,0.65,2.0,1.6,1.3,2.0,36.583333333333336,36.9375,36.016666666666666,0
21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22024,1630162,22400338,"DEC 06, 2024",MIN @ GSW,W,35,11,18,0.611,4,10,0.4,4,4,1.0,0,4,4,9,1,2,4,1,30,23,1,MIN,1610612750,GSW,1610612744,0,G,1,0,0,1,0,0,23.0,76,225,11,10,110.9,3,2,105.0,13,8,109.4,1,4,108.0,8.2,2.1904761904761907,20.6,26.2,26.2,6.4,9.047619047619047,9.047619047619047,18.8,20.428571428571427,20.428571428571427,0.34,0.443,0.443,3.2,4.476190476190476,4.476190476190476,8.8,10.571428571428571,10.571428571428571,0.364,0.423,0.423,4.6,3.619047619047619,3.619047619047619,5.4,4.523809523809524,4.523809523809524,0.852,0.8,0.8,1.4,0.6666666666666666,0.6666666666666666,2.4,1.43,1.43,33.96666666666667,36.42619046666667,36.42619046666667,1
22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22024,1630162,22400355,"DEC 08, 2024",MIN @ GSW,L,37,10,19,0.526,5,9,0.556,2,2,1.0,0,5,5,6,1,0,6,3,27,-3,1,MIN,1610612750,GSW,1610612744,0,G,1,0,0,1,0,0,23.0,76,225,12,10,110.7,4,1,104.2,13,9,109.3,1,4,102.0,8.6,3.136363636363636,20.8,26.4,30.0,7.0,9.136363636363637,11.0,18.0,20.318181818181817,18.0,0.389,0.45,0.611,3.4,4.454545454545454,4.0,8.4,10.545454545454543,10.0,0.405,0.422,0.4,3.4,3.636363636363636,4.0,4.2,4.5,4.0,0.81,0.808,1.0,0.8,0.6363636363636364,0.0,2.4,1.41,1.0,32.306666666666665,36.3590909,34.95,1
23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22024,1630162,22401210,"DEC 13, 2024",MIN vs. LAL,W,33,9,20,0.45,2,7,0.286,3,5,0.6,2,4,6,1,1,1,5,1,23,25,1,MIN,1610612750,LAL,1610612747,1,G,1,0,0,1,0,0,23.0,76,225,12,11,110.5,4,1,104.6,13,11,115.8,2,3,103.4,14.6,2.869565217391304,20.4,26.4,17.5,7.2,9.173913043478262,6.5,17.0,20.26086956521739,19.0,0.424,0.453,0.342,3.6,4.478260869565218,3.0,8.4,10.478260869565217,9.0,0.429,0.427,0.333,2.4,3.565217391304348,1.5,3.0,4.391304347826087,2.5,0.8,0.812,0.6,0.6,0.6086956521739131,0.0,2.0,1.39,1.0,32.13666666666666,36.368115933333335,34.00833333333333,0
24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,22024,1630162,22401218,"DEC 15, 2024",MIN @ SAS,W,28,10,21,0.476,3,7,0.429,3,3,1.0,0,5,5,2,0,0,1,3,26,9,1,MIN,1610612750,SAS,1610612759,0,G,1,0,0,1,0,0,23.0,76,225,13,11,110.0,4,1,105.4,13,12,113.2,2,3,113.8,16.2,3.7916666666666665,20.8,26.3,21.0,7.6,9.166666666666666,8.0,16.8,20.25,17.0,0.452,0.453,0.471,3.2,4.375,3.0,8.0,10.333333333333334,7.0,0.4,0.423,0.429,2.4,3.5416666666666665,2.0,3.0,4.416666666666667,4.0,0.8,0.802,0.5,0.6,0.6666666666666666,0.0,1.8,1.38,2.0,31.456666666666667,36.21180555,35.55,0
25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,22024,1630162,22400367,"DEC 19, 2024",MIN vs. NYK,L,34,7,16,0.438,3,7,0.429,0,0,0.0,0,5,5,7,3,1,2,0,17,-15,1,MIN,1610612750,NYK,1610612752,1,G,1,0,0,1,0,0,23.0,76,225,14,11,109.8,4,1,104.8,16,10,110.1,3,2,109.8,7.8,4.0,24.4,26.2,26.2,9.0,9.2,9.2,18.4,20.28,20.28,0.489,0.454,0.454,3.6,4.32,4.32,8.4,10.2,10.2,0.429,0.424,0.424,2.8,3.52,3.52,3.2,4.36,4.36,0.875,0.807,0.807,0.6,0.64,0.64,1.4,1.32,1.32,31.756666666666668,35.90133333333333,35.90133333333333,0
26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,22024,1630162,22400383,"DEC 21, 2024",MIN vs. GSW,L,39,6,20,0.3,4,11,0.364,3,4,0.75,1,6,7,5,0,0,1,4,19,-1,1,MIN,1610612750,GSW,1610612744,1,G,1,0,0,1,0,0,23.0,76,225,14,12,109.7,3,2,104.6,14,12,111.1,1,4,104.0,3.0,3.269230769230769,24.6,25.9,28.5,9.4,9.115384615384617,10.5,18.8,20.115384615384617,18.5,0.5,0.453,0.568,3.4,4.269230769230769,4.5,8.0,10.076923076923077,9.5,0.425,0.424,0.474,2.4,3.3846153846153846,3.0,2.8,4.1923076923076925,3.0,0.857,0.807,1.0,0.4,0.6153846153846154,0.0,1.2,1.38,1.0,33.233333333333334,35.81217948333333,35.75833333333333,0
27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,22024,1630162,22400395,"DEC 23, 2024",MIN @ ATL,L,32,7,20,0.35,1,7,0.143,1,1,1.0,2,4,6,4,2,0,5,1,16,-23,1,MIN,1610612750,ATL,1610612737,0,G,1,0,0,1,0,0,23.0,76,225,14,13,109.4,2,3,103.8,14,15,119.6,1,4,111.8,-1.0,3.111111111111111,22.4,25.6,25.6,8.4,9.0,9.0,19.2,20.11111111111111,20.11111111111111,0.438,0.448,0.448,3.4,4.25925925925926,4.25925925925926,8.2,10.11111111111111,10.11111111111111,0.415,0.421,0.421,2.2,3.3703703703703702,3.3703703703703702,2.8,4.185185185185185,4.185185185185185,0.786,0.805,0.805,0.6,0.6296296296296297,0.6296296296296297,1.0,1.33,1.33,34.06,35.93333333333333,35.93333333333333,0
28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,22024,1630162,22400406,"DEC 25, 2024",MIN @ DAL,W,39,11,24,0.458,4,7,0.571,0,0,0.0,1,7,8,5,2,1,4,0,26,8,1,MIN,1610612750,DAL,1610612742,0,G,1,0,0,1,0,0,23.0,76,225,14,14,109.3,2,3,103.4,19,10,112.0,3,2,117.4,-4.4,2.1785714285714284,20.2,25.3,37.0,7.8,8.928571428571429,12.0,19.4,20.107142857142858,20.0,0.402,0.444,0.6,2.6,4.142857142857143,7.0,7.8,10.0,13.0,0.333,0.414,0.538,2.0,3.2857142857142856,6.0,2.6,4.071428571428571,12.0,0.769,0.807,0.5,1.0,0.6785714285714286,0.0,1.2,1.36,0.0,33.20333333333333,35.802976183333335,37.333333333333336,1
29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,22024,1630162,22400422,"DEC 27, 2024",MIN @ HOU,W,35,9,17,0.529,4,8,0.5,2,3,0.667,0,5,5,3,0,1,3,3,24,-1,1,MIN,1610612750,HOU,1610612745,0,G,1,0,0,1,0,0,23.0,76,225,15,14,109.1,2,3,105.0,21,9,106.5,4,1,117.0,-6.4,2.3793103448275863,20.8,25.3,29.0,8.2,9.0,8.0,20.2,20.24137931034483,22.0,0.406,0.445,0.364,3.0,4.137931034482759,3.0,7.8,9.89655172413793,12.0,0.385,0.418,0.25,1.4,3.1724137931034484,10.0,1.6,3.931034482758621,10.0,0.875,0.807,1.0,0.8,0.6896551724137931,3.0,1.4,1.38,1.0,34.52333333333333,35.92068965,43.25,0
30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,22024,1630162,22400441,"DEC 29, 2024",MIN vs. SAS,W,38,6,20,0.3,1,9,0.111,1,1,1.0,1,7,8,4,0,1,2,1,14,2,1,MIN,1610612750,SAS,1610612759,1,G,1,0,0,1,0,0,23.0,76,225,16,14,109.2,2,3,106.4,16,15,112.0,3,2,112.6,-3.0,2.2666666666666666,20.4,25.3,23.5,8.0,9.0,9.0,19.4,20.133333333333333,19.0,0.412,0.447,0.474,3.2,4.133333333333334,3.0,8.0,9.833333333333334,7.0,0.4,0.42,0.429,1.2,3.1333333333333333,2.5,1.6,3.9,3.5,0.75,0.803,0.714,0.8,0.6666666666666666,0.0,1.4,1.33,1.0,35.89333333333333,35.9,32.0,0
