,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAMID,Home_Away,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,TEAM_W,TEAM_L,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG_ALLOWED,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,MA_PLUS_MINUS,AVG_PLUS_MINUS,MA_PTS,AVG_PTS,VS_PTS,MA_FGM,AVG_FGM,VS_FGM,MA_FGA,AVG_FGA,VS_FGA,MA_FG_PCT,AVG_FG_PCT,VS_FG_PCT,MA_FG3M,AVG_FG3M,VS_FG3M,MA_FG3A,AVG_FG3A,VS_FG3A,MA_FG3_PCT,AVG_FG3_PCT,VS_FG3_PCT,MA_FTM,AVG_FTM,VS_FTM,MA_FTA,AVG_FTA,VS_FTA,MA_FT_PCT,AVG_FT_PCT,VS_FT_PCT,MA_OREB,AVG_OREB,VS_OREB,MA_STL,AVG_STL,VS_STL,MA_MIN,AVG_MIN,VS_MIN,target
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22024,1630178,22400066,"OCT 23, 2024",PHI vs. MIL,L,39,10,31,0.323,2,9,0.222,3,4,0.75,0,6,6,3,1,1,1,1,25,-13,1,PHI,1610612755,MIL,1610612749,1,G,1,0,0,1,0,0,24.0,74,200,0,0,0.0,0,5,0.0,0,0,0.0,0,5,0.0,-13.0,-13.0,,25.0,,,10.0,,,31.0,,,0.323,,,2.0,,,9.0,,,0.222,,,3.0,,,4.0,,,0.75,,,0.0,,,1.0,,,39.0,,0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22024,1630178,22400078,"OCT 25, 2024",PHI @ TOR,L,41,6,23,0.261,2,12,0.167,10,12,0.833,0,2,2,4,1,0,1,5,24,-1,1,PHI,1610612755,TOR,1610612761,0,G,1,0,0,1,0,0,24.0,74,200,0,1,109.0,0,5,109.0,0,1,136.0,0,5,106.0,-7.0,-13.0,25.0,25.0,25.0,10.0,10.0,10.0,31.0,31.0,31.0,0.323,0.323,0.323,2.0,2.0,2.0,9.0,9.0,9.0,0.222,0.222,0.222,3.0,3.0,3.0,4.0,4.0,4.0,0.75,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0,39.0,39.0,39.0,0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,22024,1630178,22400097,"OCT 27, 2024",PHI @ IND,W,48,14,32,0.438,5,17,0.294,12,15,0.8,0,4,4,4,1,2,5,3,45,6,1,PHI,1610612755,IND,1610612754,0,G,1,0,0,1,0,0,24.0,74,200,0,2,108.0,0,5,108.0,1,1,116.0,1,4,106.5,-2.6666666666666665,-7.0,24.5,24.5,24.5,8.0,8.0,8.0,27.0,27.0,27.0,0.296,0.296,0.296,2.0,2.0,2.0,10.5,10.5,10.5,0.19,0.19,0.19,6.5,6.5,6.5,8.0,8.0,8.0,0.813,0.813,0.813,0.0,0.0,0.0,1.0,1.0,1.0,39.95,39.95,39.95,1
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22024,1630178,22400120,"OCT 30, 2024",PHI vs. DET,L,40,12,25,0.48,2,10,0.2,6,7,0.857,0,3,3,7,2,0,1,3,32,-13,1,PHI,1610612755,DET,1610612765,1,G,1,0,0,1,0,0,24.0,74,200,1,2,111.3,1,4,111.3,0,4,114.5,0,5,106.5,-5.25,-2.6666666666666665,31.3,31.3,31.3,10.0,10.0,10.0,28.666666666666668,28.666666666666668,28.666666666666668,0.349,0.349,0.349,3.0,3.0,3.0,12.666666666666666,12.666666666666666,12.666666666666666,0.237,0.237,0.237,8.333333333333334,8.333333333333334,8.333333333333334,10.333333333333334,10.333333333333334,10.333333333333334,0.806,0.806,0.806,0.0,0.0,0.0,1.0,1.0,1.0,42.56666666666667,42.56666666666667,42.56666666666667,1
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,22024,1630178,22400142,"NOV 02, 2024",PHI vs. MEM,L,37,8,19,0.421,4,9,0.444,3,3,1.0,0,2,2,6,3,0,3,2,23,-16,1,PHI,1610612755,MEM,1610612763,1,G,1,0,0,1,0,0,24.0,74,200,1,3,107.3,1,4,107.3,3,3,117.8,2,3,116.6,-7.4,-5.25,31.5,31.5,31.5,10.5,10.5,10.5,27.75,27.75,27.75,0.378,0.378,0.378,2.75,2.75,2.75,12.0,12.0,12.0,0.229,0.229,0.229,7.75,7.75,7.75,9.5,9.5,9.5,0.816,0.816,0.816,0.0,0.0,0.0,1.25,1.25,1.25,41.94166666666667,41.94166666666667,41.94166666666667,0
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,22024,1630178,22400167,"NOV 04, 2024",PHI @ PHX,L,41,12,22,0.545,6,14,0.429,2,3,0.667,0,3,3,2,1,1,0,3,32,-9,1,PHI,1610612755,PHX,1610612756,0,G,1,0,0,1,0,0,24.0,74,200,1,4,107.2,1,4,107.2,5,1,109.8,4,1,113.4,-6.6,-7.4,29.8,29.8,29.8,10.0,10.0,10.0,26.0,26.0,26.0,0.385,0.385,0.385,3.0,3.0,3.0,11.4,11.4,11.4,0.263,0.263,0.263,6.8,6.8,6.8,8.2,8.2,8.2,0.829,0.829,0.829,0.0,0.0,0.0,1.6,1.6,1.6,41.04333333333334,41.04333333333334,41.04333333333334,1
6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,22024,1630178,22400179,"NOV 06, 2024",PHI @ LAC,L,32,5,13,0.385,1,6,0.167,1,1,1.0,0,1,1,1,1,0,3,3,12,-16,1,PHI,1610612755,LAC,1610612746,0,G,1,0,0,1,0,0,24.0,74,200,1,5,108.7,1,4,108.6,3,4,109.1,2,3,108.2,-9.6,-7.666666666666667,31.2,30.2,30.2,10.4,10.333333333333334,10.333333333333334,24.2,25.33333333333333,25.33333333333333,0.43,0.408,0.408,3.8,3.5,3.5,12.4,11.833333333333334,11.833333333333334,0.306,0.296,0.296,6.6,6.0,6.0,8.0,7.333333333333333,7.333333333333333,0.825,0.818,0.818,0.0,0.0,0.0,1.6,1.5,1.5,41.43,41.025,41.025,0
7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,22024,1630178,22400255,"NOV 20, 2024",PHI @ MEM,L,20,3,13,0.231,0,6,0.0,2,2,1.0,0,3,3,2,1,0,1,1,8,-8,1,PHI,1610612755,MEM,1610612763,0,G,1,0,0,1,0,0,24.0,74,200,2,11,103.3,1,4,97.4,8,7,112.7,2,3,118.0,-12.4,-8.857142857142858,27.6,27.6,23.0,9.571428571428571,9.571428571428571,8.0,23.571428571428573,23.571428571428573,19.0,0.406,0.406,0.421,3.142857142857143,3.142857142857143,4.0,11.0,11.0,9.0,0.286,0.286,0.444,5.285714285714286,5.285714285714286,3.0,6.428571428571429,6.428571428571429,3.0,0.822,0.822,1.0,0.0,0.0,0.0,1.43,1.43,3.0,39.67142856666667,39.67142856666667,37.45,0
8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,22024,1630178,22400027,"NOV 22, 2024",PHI vs. BKN,W,27,11,17,0.647,3,6,0.5,1,1,1.0,1,3,4,5,4,0,0,2,26,19,1,PHI,1610612755,BKN,1610612751,1,G,1,0,0,1,0,0,24.0,74,200,2,12,103.9,0,5,98.2,6,9,114.7,2,3,112.6,-6.0,-8.75,8.0,25.1,25.1,3.0,8.75,8.75,13.0,22.25,22.25,0.231,0.393,0.393,0.0,2.75,2.75,6.0,10.375,10.375,0.0,0.265,0.265,2.0,4.875,4.875,2.0,5.875,5.875,1.0,0.83,0.83,0.0,0.0,0.0,1.0,1.38,1.38,19.633333333333333,37.16666666666666,37.16666666666666,1
9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,22024,1630178,22400274,"NOV 24, 2024",PHI vs. LAC,L,30,5,13,0.385,3,6,0.5,4,4,1.0,0,4,4,4,2,0,1,2,17,-16,1,PHI,1610612755,LAC,1610612746,1,G,1,0,0,1,0,0,24.0,74,200,3,12,104.5,1,4,101.0,10,7,106.9,4,1,106.0,-6.0,-5.666666666666667,17.0,25.2,12.0,7.0,9.0,5.0,15.0,21.666666666666668,13.0,0.467,0.415,0.385,1.5,2.7777777777777777,1.0,6.0,9.88888888888889,6.0,0.25,0.281,0.167,1.5,4.444444444444445,1.0,1.5,5.333333333333333,1.0,1.0,0.833,1.0,0.5,0.1111111111111111,0.0,2.5,1.67,1.0,23.066666666666663,35.981481466666665,31.55,0
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,22024,1630178,22400290,"NOV 27, 2024",PHI vs. HOU,L,45,14,34,0.412,6,12,0.5,5,5,1.0,0,2,2,10,5,0,4,4,39,-5,1,PHI,1610612755,HOU,1610612745,1,G,1,0,0,1,0,0,24.0,74,200,3,13,104.1,1,4,99.6,13,6,105.4,3,2,112.2,-5.2,-6.7,17.0,24.4,24.4,6.333333333333333,8.6,8.6,14.333333333333334,20.8,20.8,0.442,0.413,0.413,2.0,2.8,2.8,6.0,9.5,9.5,0.333,0.295,0.295,2.333333333333333,4.4,4.4,2.333333333333333,5.2,5.2,1.0,0.846,0.846,0.3333333333333333,0.1,0.1,2.33,1.7,1.7,25.338888883333333,35.37166666666667,35.37166666666667,1
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,22024,1630178,22400301,"NOV 30, 2024",PHI @ DET,W,35,11,24,0.458,5,10,0.5,1,2,0.5,1,3,4,6,2,0,2,3,28,25,1,PHI,1610612755,DET,1610612765,0,G,1,0,0,1,0,0,24.0,74,200,3,14,104.8,1,4,105.4,9,12,111.7,2,3,112.8,3.0,-6.545454545454546,22.5,25.7,32.0,8.25,9.090909090909092,12.0,19.25,22.0,25.0,0.429,0.413,0.48,3.0,3.090909090909091,2.0,7.5,9.727272727272728,10.0,0.4,0.318,0.2,3.0,4.454545454545454,6.0,3.0,5.181818181818182,7.0,1.0,0.86,0.857,0.25,0.0909090909090909,0.0,3.0,2.0,2.0,30.266666666666666,36.25151515,40.06666666666667,1
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,22024,1630178,22400050,"DEC 03, 2024",PHI @ CHA,W,37,5,16,0.313,1,7,0.143,10,11,0.909,0,3,3,7,2,1,1,1,21,5,1,PHI,1610612755,CHA,1610612766,0,G,1,0,0,1,0,0,24.0,74,200,4,14,105.1,2,3,109.8,6,14,112.1,0,5,99.8,5.6,-3.9166666666666665,23.6,25.9,25.9,8.8,9.25,9.25,20.2,22.166666666666668,22.166666666666668,0.436,0.417,0.417,3.4,3.25,3.25,8.0,9.75,9.75,0.425,0.333,0.333,2.6,4.166666666666667,4.166666666666667,2.8,4.916666666666667,4.916666666666667,0.929,0.847,0.847,0.4,0.1666666666666666,0.1666666666666666,2.8,2.0,2.0,31.26,36.16666666666666,36.16666666666666,0
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,22024,1630178,22400322,"DEC 04, 2024",PHI vs. ORL,L,38,7,19,0.368,0,7,0.0,2,2,1.0,1,3,4,6,2,0,4,2,16,-5,1,PHI,1610612755,ORL,1610612753,1,G,1,0,0,1,0,0,24.0,74,200,5,14,105.4,3,2,109.6,15,8,103.1,4,1,111.4,0.8,-3.230769230769231,26.2,25.5,25.5,9.2,8.923076923076923,8.923076923076923,20.8,21.692307692307693,21.692307692307693,0.442,0.411,0.411,3.6,3.076923076923077,3.076923076923077,8.2,9.538461538461538,9.538461538461538,0.439,0.323,0.323,4.2,4.615384615384615,4.615384615384615,4.6,5.384615384615385,5.384615384615385,0.913,0.857,0.857,0.4,0.1538461538461538,0.1538461538461538,3.0,2.0,2.0,34.67333333333333,36.2076923,36.2076923,0
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,22024,1630178,22400333,"DEC 06, 2024",PHI vs. ORL,W,35,5,17,0.294,1,7,0.143,5,7,0.714,0,2,2,2,3,0,1,3,16,3,1,PHI,1610612755,ORL,1610612753,1,G,1,0,0,1,0,0,24.0,74,200,5,15,105.2,2,3,107.4,16,8,103.0,4,1,113.6,4.6,-3.357142857142857,24.2,24.9,16.0,8.4,8.785714285714286,7.0,21.2,21.5,19.0,0.396,0.409,0.368,3.0,2.857142857142857,0.0,8.4,9.357142857142858,7.0,0.357,0.305,0.0,4.4,4.428571428571429,2.0,4.8,5.142857142857143,2.0,0.917,0.861,1.0,0.4,0.2142857142857142,1.0,2.6,2.0,2.0,37.06666666666667,36.36904761666667,38.46666666666667,0
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,22024,1630178,22400347,"DEC 08, 2024",PHI @ CHI,W,42,10,22,0.455,3,12,0.25,2,2,1.0,0,11,11,14,1,0,3,3,25,21,1,PHI,1610612755,CHI,1610612741,0,G,1,0,0,1,0,0,24.0,74,200,6,15,105.0,3,2,108.0,10,14,123.6,2,3,127.6,9.8,-2.933333333333333,24.0,24.3,24.3,8.4,8.533333333333333,8.533333333333333,22.0,21.2,21.2,0.382,0.403,0.403,2.6,2.7333333333333334,2.7333333333333334,8.6,9.2,9.2,0.302,0.297,0.297,4.6,4.466666666666667,4.466666666666667,5.4,5.266666666666667,5.266666666666667,0.852,0.848,0.848,0.4,0.2,0.2,2.8,2.07,2.07,38.15,36.29777776666667,36.29777776666667,1
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,22024,1630178,22401209,"DEC 13, 2024",PHI vs. IND,L,37,7,15,0.467,3,5,0.6,5,7,0.714,0,3,3,2,1,1,6,3,22,-21,1,PHI,1610612755,IND,1610612754,1,G,1,0,0,1,0,0,24.0,74,200,7,15,105.2,4,1,106.6,10,15,118.2,1,4,112.6,0.6,-1.4375,21.2,24.3,45.0,7.6,8.625,14.0,19.6,21.25,32.0,0.388,0.406,0.438,2.0,2.75,5.0,8.6,9.375,17.0,0.233,0.293,0.294,4.0,4.3125,12.0,4.8,5.0625,15.0,0.833,0.852,0.8,0.4,0.1875,0.0,2.0,2.0,1.0,37.626666666666665,36.68125,47.8,0
