,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAMID,Home_Away,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,TEAM_W,TEAM_L,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG_ALLOWED,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,MA_PLUS_MINUS,AVG_PLUS_MINUS,MA_PTS,AVG_PTS,VS_PTS,MA_FGM,AVG_FGM,VS_FGM,MA_FGA,AVG_FGA,VS_FGA,MA_FG_PCT,AVG_FG_PCT,VS_FG_PCT,MA_FG3M,AVG_FG3M,VS_FG3M,MA_FG3A,AVG_FG3A,VS_FG3A,MA_FG3_PCT,AVG_FG3_PCT,VS_FG3_PCT,MA_FTM,AVG_FTM,VS_FTM,MA_FTA,AVG_FTA,VS_FTA,MA_FT_PCT,AVG_FT_PCT,VS_FT_PCT,MA_OREB,AVG_OREB,VS_OREB,MA_STL,AVG_STL,VS_STL,MA_MIN,AVG_MIN,VS_MIN,target
0,0.0,0.0,0.0,22024,1630703,22400072,"OCT 23, 2024",POR vs. GSW,L,28,7,18,0.389,0,5,0.0,8,9,0.889,1,3,4,4,0,0,2,3,22,-31,1,POR,1610612757,GSW,1610612744,1,G,1,0,0,1,0,0,21.0,75,206,0,0,0.0,0,5,0.0,0,0,0.0,0,5,0.0,-31.0,-31.0,,22.0,,,7.0,,,18.0,,,0.389,,,0.0,,,5.0,,,0.0,,,8.0,,,9.0,,,0.889,,,1.0,,,0.0,,,28.0,,0
1,1.0,1.0,1.0,22024,1630703,22400086,"OCT 25, 2024",POR vs. NOP,L,29,7,9,0.778,1,3,0.333,0,1,0.0,0,1,1,6,3,0,3,2,15,-8,1,POR,1610612757,NOP,1610612740,1,G,1,0,0,1,0,0,21.0,75,206,0,1,104.0,0,5,104.0,1,0,111.0,1,4,123.0,-19.5,-31.0,22.0,22.0,22.0,7.0,7.0,7.0,18.0,18.0,18.0,0.389,0.389,0.389,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,8.0,8.0,8.0,9.0,9.0,9.0,0.889,0.889,0.889,1.0,1.0,1.0,0.0,0.0,0.0,27.9,27.9,27.9,0
2,2.0,2.0,2.0,22024,1630703,22400099,"OCT 27, 2024",POR vs. NOP,W,30,2,12,0.167,1,4,0.25,4,4,1.0,1,4,5,7,0,0,4,4,9,20,1,POR,1610612757,NOP,1610612740,1,G,1,0,0,1,0,0,21.0,75,206,0,2,103.5,0,5,103.5,2,0,107.0,2,3,114.0,-6.333333333333333,-19.5,18.5,18.5,15.0,7.0,7.0,7.0,13.5,13.5,9.0,0.519,0.519,0.778,0.5,0.5,1.0,4.0,4.0,3.0,0.125,0.125,0.333,4.0,4.0,0.0,5.0,5.0,1.0,0.8,0.8,0.0,0.5,0.5,0.0,1.5,1.5,3.0,28.20833333333333,28.20833333333333,28.516666666666666,0
3,3.0,3.0,3.0,22024,1630703,22400112,"OCT 28, 2024",POR @ SAC,L,28,5,12,0.417,1,2,0.5,7,8,0.875,1,3,4,5,0,0,4,5,18,-4,1,POR,1610612757,SAC,1610612758,0,G,1,0,0,1,0,0,21.0,75,206,1,2,110.7,1,4,110.7,0,2,124.0,0,5,121.0,-5.75,-6.333333333333333,15.3,15.3,15.3,5.333333333333333,5.333333333333333,5.333333333333333,13.0,13.0,13.0,0.41,0.41,0.41,0.6666666666666666,0.6666666666666666,0.6666666666666666,4.0,4.0,4.0,0.167,0.167,0.167,4.0,4.0,4.0,4.666666666666667,4.666666666666667,4.666666666666667,0.857,0.857,0.857,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,28.9111111,28.9111111,28.9111111,1
4,4.0,4.0,4.0,22024,1630703,22400127,"OCT 30, 2024",POR @ LAC,W,24,5,8,0.625,2,3,0.667,2,3,0.667,0,3,3,6,1,0,3,4,14,-3,1,POR,1610612757,LAC,1610612746,0,G,1,0,0,1,0,0,21.0,75,206,1,3,107.5,1,4,107.5,2,1,108.0,2,3,111.3,-5.2,-5.75,16.0,16.0,16.0,5.25,5.25,5.25,12.75,12.75,12.75,0.412,0.412,0.412,0.75,0.75,0.75,3.5,3.5,3.5,0.214,0.214,0.214,4.75,4.75,4.75,5.5,5.5,5.5,0.864,0.864,0.864,0.75,0.75,0.75,0.75,0.75,0.75,28.725,28.725,28.725,0
5,5.0,5.0,5.0,22024,1630703,22400140,"NOV 01, 2024",POR vs. OKC,L,25,3,8,0.375,1,4,0.25,1,2,0.5,1,2,3,5,0,0,2,1,8,-25,1,POR,1610612757,OKC,1610612760,1,G,1,0,0,1,0,0,21.0,75,206,2,3,107.2,2,3,107.2,4,0,94.8,4,1,112.3,-4.0,-5.2,15.6,15.6,15.6,5.2,5.2,5.2,11.8,11.8,11.8,0.441,0.441,0.441,1.0,1.0,1.0,3.4,3.4,3.4,0.294,0.294,0.294,4.2,4.2,4.2,5.0,5.0,5.0,0.84,0.84,0.84,0.6,0.6,0.6,0.8,0.8,0.8,27.796666666666667,27.796666666666667,27.796666666666667,0
6,6.0,6.0,6.0,22024,1630703,22400149,"NOV 02, 2024",POR @ PHX,L,17,3,11,0.273,1,3,0.333,0,0,0.0,0,2,2,1,0,0,1,0,7,-24,1,POR,1610612757,PHX,1610612756,0,G,1,0,0,1,0,0,21.0,75,206,2,4,108.3,2,3,109.2,4,1,112.4,4,1,116.0,-7.2,-8.5,12.8,14.3,14.3,4.4,4.833333333333333,4.833333333333333,9.8,11.166666666666666,11.166666666666666,0.449,0.433,0.433,1.2,1.0,1.0,3.2,3.5,3.5,0.375,0.286,0.286,2.8,3.6666666666666665,3.6666666666666665,3.6,4.5,4.5,0.778,0.815,0.815,0.6,0.6666666666666666,0.6666666666666666,0.8,0.67,0.67,27.136666666666667,27.263888883333333,27.263888883333333,0
7,7.0,7.0,7.0,22024,1630703,22400164,"NOV 04, 2024",POR @ NOP,W,25,2,6,0.333,0,3,0.0,1,2,0.5,0,2,2,5,2,0,5,2,5,9,1,POR,1610612757,NOP,1610612740,0,G,1,0,0,1,0,0,21.0,75,206,2,5,106.7,2,3,108.0,3,4,115.9,1,4,106.8,-9.4,-10.714285714285714,11.2,13.3,12.0,3.6,4.571428571428571,4.5,10.2,11.142857142857142,10.5,0.353,0.41,0.429,1.2,1.0,1.0,3.2,3.4285714285714284,3.5,0.375,0.292,0.286,2.8,3.142857142857143,2.0,3.4,3.857142857142857,2.5,0.824,0.815,0.8,0.6,0.5714285714285714,0.5,0.2,0.57,1.5,24.836666666666662,25.8,29.416666666666668,0
8,8.0,8.0,8.0,22024,1630703,22400183,"NOV 07, 2024",POR @ SAS,L,20,5,12,0.417,1,2,0.5,0,0,0.0,1,2,3,3,1,0,2,0,11,-9,1,POR,1610612757,SAS,1610612759,0,G,1,0,0,1,0,0,21.0,75,206,3,5,108.1,2,3,106.6,3,5,108.5,2,3,103.2,-10.4,-8.25,10.4,12.3,12.3,3.6,4.25,4.25,9.0,10.5,10.5,0.4,0.405,0.405,1.0,0.875,0.875,3.0,3.375,3.375,0.333,0.259,0.259,2.2,2.875,2.875,3.0,3.625,3.625,0.733,0.793,0.793,0.4,0.5,0.5,0.6,0.75,0.75,23.706666666666667,25.65833333333333,25.65833333333333,0
9,9.0,9.0,9.0,22024,1630703,22400193,"NOV 08, 2024",POR @ MIN,L,32,6,14,0.429,0,1,0.0,4,4,1.0,2,2,4,3,1,0,3,4,16,0,1,POR,1610612757,MIN,1610612750,0,G,1,0,0,1,0,0,21.0,75,206,3,6,107.8,2,3,108.0,5,3,110.9,3,2,117.0,-9.8,-8.333333333333334,9.0,12.1,12.1,3.6,4.333333333333333,4.333333333333333,9.0,10.666666666666666,10.666666666666666,0.4,0.406,0.406,1.0,0.8888888888888888,0.8888888888888888,3.0,3.2222222222222223,3.2222222222222223,0.333,0.276,0.276,0.8,2.555555555555556,2.555555555555556,1.4,3.2222222222222223,3.2222222222222223,0.571,0.793,0.793,0.4,0.5555555555555556,0.5555555555555556,0.8,0.78,0.78,22.156666666666663,25.075925916666662,25.075925916666662,1
10,10.0,10.0,10.0,22024,1630703,22400210,"NOV 10, 2024",POR vs. MEM,L,26,2,7,0.286,1,3,0.333,0,0,0.0,0,1,1,8,1,0,3,2,5,-20,1,POR,1610612757,MEM,1610612763,1,G,1,0,0,1,0,0,21.0,75,206,3,7,107.2,1,4,107.2,6,4,113.8,4,1,121.8,-8.8,-7.5,9.4,12.5,12.5,3.8,4.5,4.5,10.2,11.0,11.0,0.373,0.409,0.409,0.6,0.8,0.8,2.6,3.0,3.0,0.231,0.267,0.267,1.2,2.7,2.7,1.6,3.3,3.3,0.75,0.818,0.818,0.8,0.7,0.7,0.8,0.8,0.8,23.82,25.808333333333334,25.808333333333334,0
11,11.0,11.0,11.0,22024,1630703,22400008,"NOV 12, 2024",POR vs. MIN,W,21,6,9,0.667,2,2,1.0,0,1,0.0,1,3,4,2,3,0,3,4,14,11,1,POR,1610612757,MIN,1610612750,1,G,1,0,0,1,0,0,21.0,75,206,3,8,105.5,1,4,102.2,6,4,108.4,3,2,114.6,-1.8,-8.636363636363637,8.8,11.8,16.0,3.6,4.2727272727272725,6.0,10.0,10.636363636363637,14.0,0.36,0.402,0.429,0.6,0.8181818181818182,0.0,2.4,3.0,1.0,0.25,0.273,0.0,1.0,2.4545454545454546,4.0,1.2,3.0,4.0,0.833,0.818,1.0,0.6,0.6363636363636364,2.0,1.0,0.82,1.0,24.15333333333333,25.85,32.4,1
12,12.0,12.0,12.0,22024,1630703,22400226,"NOV 13, 2024",POR vs. MIN,W,27,4,10,0.4,1,3,0.333,2,2,1.0,0,4,4,5,2,0,5,2,11,-6,1,POR,1610612757,MIN,1610612750,1,G,1,0,0,1,0,0,21.0,75,206,4,8,106.9,2,3,107.2,6,5,109.6,3,2,115.6,-4.8,-7.0,10.2,12.0,15.0,4.2,4.416666666666667,6.0,9.6,10.5,11.5,0.438,0.421,0.522,0.8,0.9166666666666666,1.0,2.2,2.9166666666666665,1.5,0.364,0.314,0.667,1.0,2.25,2.0,1.4,2.833333333333333,2.5,0.714,0.794,0.8,0.8,0.6666666666666666,1.5,1.6,1.0,2.0,24.9,25.425,26.575,0
