,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAMID,Home_Away,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,TEAM_W,TEAM_L,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG_ALLOWED,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,MA_PLUS_MINUS,AVG_PLUS_MINUS,MA_PTS,AVG_PTS,VS_PTS,MA_FGM,AVG_FGM,VS_FGM,MA_FGA,AVG_FGA,VS_FGA,MA_FG_PCT,AVG_FG_PCT,VS_FG_PCT,MA_FG3M,AVG_FG3M,VS_FG3M,MA_FG3A,AVG_FG3A,VS_FG3A,MA_FG3_PCT,AVG_FG3_PCT,VS_FG3_PCT,MA_FTM,AVG_FTM,VS_FTM,MA_FTA,AVG_FTA,VS_FTA,MA_FT_PCT,AVG_FT_PCT,VS_FT_PCT,MA_OREB,AVG_OREB,VS_OREB,MA_STL,AVG_STL,VS_STL,MA_MIN,AVG_MIN,VS_MIN,target
0,0.0,0.0,0.0,0.0,0.0,22024,1630166,22400072,"OCT 23, 2024",POR vs. GSW,L,27,4,10,0.4,0,3,0.0,7,8,0.875,2,5,7,2,2,2,4,2,15,-13,1,POR,1610612757,GSW,1610612744,1,F,0,1,0,0,1,0,24.0,81,240,0,0,0.0,0,5,0.0,0,0,0.0,0,5,0.0,-13.0,-13.0,,15.0,,,4.0,,,10.0,,,0.4,,,0.0,,,3.0,,,0.0,,,7.0,,,8.0,,,0.875,,,2.0,,,2.0,,,27.0,,0
1,1.0,1.0,1.0,1.0,1.0,22024,1630166,22400086,"OCT 25, 2024",POR vs. NOP,L,31,1,9,0.111,0,3,0.0,0,0,0.0,1,5,6,6,1,2,2,1,2,2,1,POR,1610612757,NOP,1610612740,1,F,0,1,0,0,1,0,24.0,81,240,0,1,104.0,0,5,104.0,1,0,111.0,1,4,123.0,-5.5,-13.0,15.0,15.0,15.0,4.0,4.0,4.0,10.0,10.0,10.0,0.4,0.4,0.4,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,7.0,7.0,7.0,8.0,8.0,8.0,0.875,0.875,0.875,2.0,2.0,2.0,2.0,2.0,2.0,27.48333333333333,27.48333333333333,27.48333333333333,0
2,2.0,2.0,2.0,2.0,2.0,22024,1630166,22400099,"OCT 27, 2024",POR vs. NOP,W,30,4,12,0.333,1,5,0.2,2,2,1.0,3,3,6,3,1,0,1,3,11,21,1,POR,1610612757,NOP,1610612740,1,F,0,1,0,0,1,0,24.0,81,240,0,2,103.5,0,5,103.5,2,0,107.0,2,3,114.0,3.333333333333333,-5.5,8.5,8.5,2.0,2.5,2.5,1.0,9.5,9.5,9.0,0.263,0.263,0.111,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.5,3.5,0.0,4.0,4.0,0.0,0.875,0.875,0.0,1.5,1.5,1.0,1.5,1.5,1.0,29.191666666666663,29.191666666666663,30.9,1
3,3.0,3.0,3.0,3.0,3.0,22024,1630166,22400112,"OCT 28, 2024",POR @ SAC,L,25,2,7,0.286,0,4,0.0,5,6,0.833,0,4,4,1,2,0,2,2,9,-21,1,POR,1610612757,SAC,1610612758,0,F,0,1,0,0,1,0,24.0,81,240,1,2,110.7,1,4,110.7,0,2,124.0,0,5,121.0,-2.75,3.333333333333333,9.3,9.3,9.3,3.0,3.0,3.0,10.333333333333334,10.333333333333334,10.333333333333334,0.29,0.29,0.29,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.6666666666666665,3.6666666666666665,3.6666666666666665,0.091,0.091,0.091,3.0,3.0,3.0,3.333333333333333,3.333333333333333,3.333333333333333,0.9,0.9,0.9,2.0,2.0,2.0,1.33,1.33,1.33,29.43888888333333,29.43888888333333,29.43888888333333,0
4,4.0,4.0,4.0,4.0,4.0,22024,1630166,22400127,"OCT 30, 2024",POR @ LAC,W,29,3,8,0.375,1,3,0.333,6,6,1.0,0,10,10,2,1,2,2,2,13,-4,1,POR,1610612757,LAC,1610612746,0,F,0,1,0,0,1,0,24.0,81,240,1,3,107.5,1,4,107.5,2,1,108.0,2,3,111.3,-3.0,-2.75,9.3,9.3,9.3,2.75,2.75,2.75,9.5,9.5,9.5,0.289,0.289,0.289,0.25,0.25,0.25,3.75,3.75,3.75,0.067,0.067,0.067,3.5,3.5,3.5,4.0,4.0,4.0,0.875,0.875,0.875,1.5,1.5,1.5,1.5,1.5,1.5,28.325,28.325,28.325,1
5,5.0,5.0,5.0,5.0,5.0,22024,1630166,22400140,"NOV 01, 2024",POR vs. OKC,L,23,5,10,0.5,1,3,0.333,0,1,0.0,1,2,3,4,1,0,6,2,11,-11,1,POR,1610612757,OKC,1610612760,1,F,0,1,0,0,1,0,24.0,81,240,2,3,107.2,2,3,107.2,4,0,94.8,4,1,112.3,-2.6,-3.0,10.0,10.0,10.0,2.8,2.8,2.8,9.2,9.2,9.2,0.304,0.304,0.304,0.4,0.4,0.4,3.6,3.6,3.6,0.111,0.111,0.111,4.0,4.0,4.0,4.4,4.4,4.4,0.909,0.909,0.909,1.2,1.2,1.2,1.4,1.4,1.4,28.466666666666665,28.466666666666665,28.466666666666665,1
6,6.0,6.0,6.0,6.0,6.0,22024,1630166,22400149,"NOV 02, 2024",POR @ PHX,L,32,4,12,0.333,2,5,0.4,3,3,1.0,2,4,6,2,2,2,1,2,13,12,1,POR,1610612757,PHX,1610612756,0,F,0,1,0,0,1,0,24.0,81,240,2,4,108.3,2,3,109.2,4,1,112.4,4,1,116.0,-0.6,-4.333333333333333,9.2,10.2,10.2,3.0,3.1666666666666665,3.1666666666666665,9.2,9.333333333333334,9.333333333333334,0.326,0.339,0.339,0.6,0.5,0.5,3.6,3.5,3.5,0.167,0.143,0.143,2.6,3.333333333333333,3.333333333333333,3.0,3.8333333333333335,3.8333333333333335,0.867,0.87,0.87,1.0,1.1666666666666667,1.1666666666666667,1.2,1.33,1.33,27.57,27.55555555,27.55555555,1
7,7.0,7.0,7.0,7.0,7.0,22024,1630166,22400164,"NOV 04, 2024",POR @ NOP,W,21,2,5,0.4,0,1,0.0,3,4,0.75,2,4,6,3,0,0,0,2,7,-7,1,POR,1610612757,NOP,1610612740,0,F,0,1,0,0,1,0,24.0,81,240,2,5,106.7,2,3,108.0,3,4,115.9,1,4,106.8,-6.2,-2.0,11.4,10.6,6.5,3.6,3.2857142857142856,2.5,9.8,9.714285714285714,10.5,0.367,0.338,0.238,1.0,0.7142857142857143,0.5,4.0,3.7142857142857135,4.0,0.25,0.192,0.125,3.2,3.2857142857142856,1.0,3.6,3.7142857142857135,1.0,0.889,0.885,1.0,1.2,1.2857142857142858,2.0,1.4,1.43,1.0,27.85333333333333,28.235714283333333,30.416666666666668,0
8,8.0,8.0,8.0,8.0,8.0,22024,1630166,22400183,"NOV 07, 2024",POR @ SAS,L,25,3,5,0.6,1,3,0.333,2,5,0.4,2,5,7,5,0,0,1,0,9,-4,1,POR,1610612757,SAS,1610612759,0,F,0,1,0,0,1,0,24.0,81,240,3,5,108.1,2,3,106.6,3,5,108.5,2,3,103.2,-2.8,-2.625,10.6,10.1,10.1,3.2,3.125,3.125,8.4,9.125,9.125,0.381,0.342,0.342,0.8,0.625,0.625,3.2,3.375,3.375,0.25,0.185,0.185,3.4,3.25,3.25,4.0,3.75,3.75,0.85,0.867,0.867,1.0,1.375,1.375,1.2,1.25,1.25,26.016666666666666,27.3,27.3,0
9,9.0,9.0,9.0,9.0,9.0,22024,1630166,22400193,"NOV 08, 2024",POR @ MIN,L,23,4,9,0.444,0,2,0.0,1,3,0.333,1,4,5,1,1,0,1,2,9,-26,1,POR,1610612757,MIN,1610612750,0,F,0,1,0,0,1,0,24.0,81,240,3,6,107.8,2,3,108.0,5,3,110.9,3,2,117.0,-7.2,-2.7777777777777777,10.6,10.0,10.0,3.4,3.111111111111111,3.111111111111111,8.0,8.666666666666666,8.666666666666666,0.425,0.359,0.359,1.0,0.6666666666666666,0.6666666666666666,3.0,3.333333333333333,3.333333333333333,0.333,0.2,0.2,2.8,3.111111111111111,3.111111111111111,3.8,3.888888888888889,3.888888888888889,0.737,0.8,0.8,1.4,1.4444444444444444,1.4444444444444444,0.8,1.11,1.11,25.98,27.022222216666663,27.022222216666663,0
