,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAMID,Home_Away,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,TEAM_W,TEAM_L,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG_ALLOWED,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,MA_PLUS_MINUS,AVG_PLUS_MINUS,MA_PTS,AVG_PTS,VS_PTS,MA_FGM,AVG_FGM,VS_FGM,MA_FGA,AVG_FGA,VS_FGA,MA_FG_PCT,AVG_FG_PCT,VS_FG_PCT,MA_FG3M,AVG_FG3M,VS_FG3M,MA_FG3A,AVG_FG3A,VS_FG3A,MA_FG3_PCT,AVG_FG3_PCT,VS_FG3_PCT,MA_FTM,AVG_FTM,VS_FTM,MA_FTA,AVG_FTA,VS_FTA,MA_FT_PCT,AVG_FT_PCT,VS_FT_PCT,MA_OREB,AVG_OREB,VS_OREB,MA_STL,AVG_STL,VS_STL,MA_MIN,AVG_MIN,VS_MIN,target
0,0.0,0.0,0.0,0.0,0.0,0.0,22024,202699,22400063,"OCT 23, 2024",DET vs. IND,L,36,6,13,0.462,1,6,0.167,0,0,0.0,1,1,2,1,0,1,2,3,13,-11,1,DET,1610612765,IND,1610612754,1,F,0,1,0,0,1,0,32.0,80,226,0,0,0.0,0,5,0.0,0,0,0.0,0,5,0.0,-11.0,-11.0,,13.0,,,6.0,,,13.0,,,0.462,,,1.0,,,6.0,,,0.167,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,36.0,,0
1,1.0,1.0,1.0,1.0,1.0,1.0,22024,202699,22400080,"OCT 25, 2024",DET @ CLE,L,35,3,9,0.333,2,3,0.667,2,2,1.0,0,5,5,4,1,1,1,1,10,-5,1,DET,1610612765,CLE,1610612739,0,F,0,1,0,0,1,0,32.0,80,226,0,1,109.0,0,5,109.0,1,0,106.0,1,4,136.0,-8.0,-11.0,13.0,13.0,13.0,6.0,6.0,6.0,13.0,13.0,13.0,0.462,0.462,0.462,1.0,1.0,1.0,6.0,6.0,6.0,0.167,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,35.8,35.8,35.8,0
2,2.0,2.0,2.0,2.0,2.0,2.0,22024,202699,22400089,"OCT 26, 2024",DET vs. BOS,L,31,2,11,0.182,0,5,0.0,4,4,1.0,2,9,11,3,1,1,2,6,8,-12,1,DET,1610612765,BOS,1610612738,1,F,0,1,0,0,1,0,32.0,80,226,0,2,105.0,0,5,105.0,2,0,105.5,2,3,127.0,-9.333333333333334,-8.0,11.5,11.5,11.5,4.5,4.5,4.5,11.0,11.0,11.0,0.409,0.409,0.409,1.5,1.5,1.5,4.5,4.5,4.5,0.333,0.333,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,35.233333333333334,35.233333333333334,35.233333333333334,0
3,3.0,3.0,3.0,3.0,3.0,3.0,22024,202699,22400105,"OCT 28, 2024",DET @ MIA,L,37,4,11,0.364,0,3,0.0,1,1,1.0,2,8,10,1,1,1,2,2,9,7,1,DET,1610612765,MIA,1610612748,0,F,0,1,0,0,1,0,32.0,80,226,0,3,109.3,0,5,109.3,1,1,111.0,1,4,105.5,-5.25,-9.333333333333334,10.3,10.3,10.3,3.6666666666666665,3.6666666666666665,3.6666666666666665,11.0,11.0,11.0,0.333,0.333,0.333,1.0,1.0,1.0,4.666666666666667,4.666666666666667,4.666666666666667,0.214,0.214,0.214,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.67,0.67,33.983333333333334,33.983333333333334,33.983333333333334,0
4,4.0,4.0,4.0,4.0,4.0,4.0,22024,202699,22400120,"OCT 30, 2024",DET @ PHI,W,35,8,18,0.444,0,3,0.0,2,2,1.0,0,14,14,1,0,1,1,5,18,5,1,DET,1610612765,PHI,1610612755,0,F,0,1,0,0,1,0,32.0,80,226,0,4,106.5,0,5,106.5,1,2,117.7,1,4,111.3,-3.2,-5.25,10.0,10.0,10.0,3.75,3.75,3.75,11.0,11.0,11.0,0.341,0.341,0.341,0.75,0.75,0.75,4.25,4.25,4.25,0.176,0.176,0.176,1.75,1.75,1.75,1.75,1.75,1.75,1.0,1.0,1.0,1.25,1.25,1.25,0.75,0.75,0.75,34.670833333333334,34.670833333333334,34.670833333333334,1
5,5.0,5.0,5.0,5.0,5.0,5.0,22024,202699,22400134,"NOV 01, 2024",DET vs. NYK,L,26,5,8,0.625,1,2,0.5,2,2,1.0,0,8,8,3,1,3,3,1,13,-14,1,DET,1610612765,NYK,1610612752,1,F,0,1,0,0,1,0,32.0,80,226,1,4,106.2,1,4,106.2,2,2,111.8,2,3,113.0,-3.8,-3.2,11.6,11.6,11.6,4.6,4.6,4.6,12.4,12.4,12.4,0.371,0.371,0.371,0.6,0.6,0.6,4.0,4.0,4.0,0.15,0.15,0.15,1.8,1.8,1.8,1.8,1.8,1.8,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,34.75333333333333,34.75333333333333,34.75333333333333,1
6,6.0,6.0,6.0,6.0,6.0,6.0,22024,202699,22400151,"NOV 03, 2024",DET @ BKN,W,35,8,13,0.615,1,4,0.25,1,1,1.0,3,2,5,6,0,0,1,1,18,12,1,DET,1610612765,BKN,1610612751,0,F,0,1,0,0,1,0,32.0,80,226,1,5,104.8,1,4,104.0,3,3,116.7,3,2,118.8,-0.4,-5.0,11.6,11.8,11.8,4.4,4.666666666666667,4.666666666666667,11.4,11.666666666666666,11.666666666666666,0.386,0.4,0.4,0.6,0.6666666666666666,0.6666666666666666,3.2,3.6666666666666665,3.6666666666666665,0.188,0.182,0.182,2.2,1.8333333333333333,1.8333333333333333,2.2,1.8333333333333333,1.8333333333333333,1.0,1.0,1.0,0.8,0.8333333333333334,0.8333333333333334,0.8,0.67,0.67,32.70333333333333,33.21944443333334,33.21944443333334,1
7,7.0,7.0,7.0,7.0,7.0,7.0,22024,202699,22400156,"NOV 04, 2024",DET vs. LAL,W,30,7,15,0.467,1,7,0.143,0,0,0.0,0,7,7,1,1,1,2,5,15,17,1,DET,1610612765,LAL,1610612747,1,F,0,1,0,0,1,0,32.0,80,226,2,5,105.0,2,3,105.0,4,2,119.0,3,2,120.0,5.4,-2.571428571428572,13.2,12.7,12.7,5.4,5.142857142857143,5.142857142857143,12.2,11.857142857142858,11.857142857142858,0.443,0.434,0.434,0.4,0.7142857142857143,0.7142857142857143,3.4,3.7142857142857135,3.7142857142857135,0.118,0.192,0.192,2.0,1.7142857142857142,1.7142857142857142,2.0,1.7142857142857142,1.7142857142857142,1.0,1.0,1.0,1.4,1.1428571428571428,1.1428571428571428,0.6,0.57,0.57,32.696666666666665,33.42142856666667,33.42142856666667,1
8,8.0,8.0,8.0,8.0,8.0,8.0,22024,202699,22400169,"NOV 06, 2024",DET @ CHA,L,32,7,12,0.583,0,3,0.0,0,1,0.0,0,7,7,3,1,1,1,5,14,-8,1,DET,1610612765,CHA,1610612766,0,F,0,1,0,0,1,0,32.0,80,226,3,5,106.3,3,2,104.4,2,5,118.3,1,4,109.8,2.4,-0.125,14.6,13.0,13.0,6.4,5.375,5.375,13.0,12.25,12.25,0.492,0.439,0.439,0.6,0.75,0.75,3.8,4.125,4.125,0.158,0.182,0.182,1.2,1.5,1.5,1.2,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.63,0.63,32.41,33.0,33.0,1
9,9.0,9.0,9.0,9.0,9.0,9.0,22024,202699,22400185,"NOV 08, 2024",DET vs. ATL,W,31,7,13,0.538,5,8,0.625,3,4,0.75,0,6,6,2,0,3,0,1,22,1,1,DET,1610612765,ATL,1610612737,1,F,0,1,0,0,1,0,32.0,80,226,3,6,106.3,3,2,106.2,4,5,121.2,2,3,115.0,1.6,-1.0,15.6,13.1,13.1,7.0,5.555555555555555,5.555555555555555,13.2,12.22222222222222,12.22222222222222,0.53,0.455,0.455,0.6,0.6666666666666666,0.6666666666666666,3.8,4.0,4.0,0.158,0.167,0.167,1.0,1.3333333333333333,1.3333333333333333,1.2,1.4444444444444444,1.4444444444444444,0.833,0.923,0.923,0.6,0.8888888888888888,0.8888888888888888,0.6,0.67,0.67,31.453333333333333,32.88333333333333,32.88333333333333,1
