,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAMID,Home_Away,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,TEAM_W,TEAM_L,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG_ALLOWED,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,MA_PLUS_MINUS,AVG_PLUS_MINUS,MA_PTS,AVG_PTS,VS_PTS,MA_FGM,AVG_FGM,VS_FGM,MA_FGA,AVG_FGA,VS_FGA,MA_FG_PCT,AVG_FG_PCT,VS_FG_PCT,MA_FG3M,AVG_FG3M,VS_FG3M,MA_FG3A,AVG_FG3A,VS_FG3A,MA_FG3_PCT,AVG_FG3_PCT,VS_FG3_PCT,MA_FTM,AVG_FTM,VS_FTM,MA_FTA,AVG_FTA,VS_FTA,MA_FT_PCT,AVG_FT_PCT,VS_FT_PCT,MA_OREB,AVG_OREB,VS_OREB,MA_STL,AVG_STL,VS_STL,MA_MIN,AVG_MIN,VS_MIN,target
0,0.0,0.0,0.0,0.0,22024,1627736,22400063,"OCT 23, 2024",DET vs. IND,L,28,5,13,0.385,2,6,0.333,2,3,0.667,0,3,3,1,0,0,1,2,14,-5,1,DET,1610612765,IND,1610612754,1,G,1,0,0,1,0,0,28.0,76,187,0,0,0.0,0,5,0.0,0,0,0.0,0,5,0.0,-5.0,-5.0,,14.0,,,5.0,,,13.0,,,0.385,,,2.0,,,6.0,,,0.333,,,2.0,,,3.0,,,0.667,,,0.0,,,0.0,,,28.0,,0
1,1.0,1.0,1.0,1.0,22024,1627736,22400080,"OCT 25, 2024",DET @ CLE,L,29,5,11,0.455,3,6,0.5,0,0,0.0,0,4,4,1,0,1,1,1,13,-6,1,DET,1610612765,CLE,1610612739,0,G,1,0,0,1,0,0,28.0,76,187,0,1,109.0,0,5,109.0,1,0,106.0,1,4,136.0,-5.5,-5.0,14.0,14.0,14.0,5.0,5.0,5.0,13.0,13.0,13.0,0.385,0.385,0.385,2.0,2.0,2.0,6.0,6.0,6.0,0.333,0.333,0.333,2.0,2.0,2.0,3.0,3.0,3.0,0.667,0.667,0.667,0.0,0.0,0.0,0.0,0.0,0.0,27.83333333333333,27.83333333333333,27.83333333333333,0
2,2.0,2.0,2.0,2.0,22024,1627736,22400089,"OCT 26, 2024",DET vs. BOS,L,20,5,10,0.5,5,8,0.625,2,2,1.0,0,3,3,0,0,0,1,0,17,1,1,DET,1610612765,BOS,1610612738,1,G,1,0,0,1,0,0,28.0,76,187,0,2,105.0,0,5,105.0,2,0,105.5,2,3,127.0,-3.333333333333333,-5.5,13.5,13.5,13.5,5.0,5.0,5.0,12.0,12.0,12.0,0.417,0.417,0.417,2.5,2.5,2.5,6.0,6.0,6.0,0.417,0.417,0.417,1.0,1.0,1.0,1.5,1.5,1.5,0.667,0.667,0.667,0.0,0.0,0.0,0.0,0.0,0.0,28.566666666666663,28.566666666666663,28.566666666666663,1
3,3.0,3.0,3.0,3.0,22024,1627736,22400105,"OCT 28, 2024",DET @ MIA,L,19,1,12,0.083,1,7,0.143,0,0,0.0,0,0,0,1,1,0,1,1,3,0,1,DET,1610612765,MIA,1610612748,0,G,1,0,0,1,0,0,28.0,76,187,0,3,109.3,0,5,109.3,1,1,111.0,1,4,105.5,-2.5,-3.333333333333333,14.7,14.7,14.7,5.0,5.0,5.0,11.333333333333334,11.333333333333334,11.333333333333334,0.441,0.441,0.441,3.333333333333333,3.333333333333333,3.333333333333333,6.666666666666667,6.666666666666667,6.666666666666667,0.5,0.5,0.5,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,25.816666666666663,25.816666666666663,25.816666666666663,0
4,4.0,4.0,4.0,4.0,22024,1627736,22400120,"OCT 30, 2024",DET @ PHI,W,26,4,11,0.364,3,10,0.3,0,1,0.0,2,1,3,3,0,0,1,1,11,1,1,DET,1610612765,PHI,1610612755,0,G,1,0,0,1,0,0,28.0,76,187,0,4,106.5,0,5,106.5,1,2,117.7,1,4,111.3,-1.8,-2.5,11.8,11.8,11.8,4.0,4.0,4.0,11.5,11.5,11.5,0.348,0.348,0.348,2.75,2.75,2.75,6.75,6.75,6.75,0.407,0.407,0.407,1.0,1.0,1.0,1.25,1.25,1.25,0.8,0.8,0.8,0.0,0.0,0.0,0.25,0.25,0.25,24.025,24.025,24.025,0
5,5.0,5.0,5.0,5.0,22024,1627736,22400134,"NOV 01, 2024",DET vs. NYK,L,25,3,9,0.333,2,6,0.333,0,0,0.0,0,0,0,1,1,0,3,0,8,-26,1,DET,1610612765,NYK,1610612752,1,G,1,0,0,1,0,0,28.0,76,187,1,4,106.2,1,4,106.2,2,2,111.8,2,3,113.0,-6.0,-1.8,11.6,11.6,11.6,4.0,4.0,4.0,11.4,11.4,11.4,0.351,0.351,0.351,2.8,2.8,2.8,7.4,7.4,7.4,0.378,0.378,0.378,0.8,0.8,0.8,1.2,1.2,1.2,0.667,0.667,0.667,0.4,0.4,0.4,0.2,0.2,0.2,24.32,24.32,24.32,0
6,6.0,6.0,6.0,6.0,22024,1627736,22400151,"NOV 03, 2024",DET @ BKN,W,29,6,15,0.4,4,11,0.364,2,3,0.667,0,1,1,1,2,0,0,3,18,18,1,DET,1610612765,BKN,1610612751,0,G,1,0,0,1,0,0,28.0,76,187,1,5,104.8,1,4,104.0,3,3,116.7,3,2,118.8,-1.2,-5.833333333333333,10.4,11.0,11.0,3.6,3.8333333333333335,3.8333333333333335,10.6,11.0,11.0,0.34,0.348,0.348,2.8,2.6666666666666665,2.6666666666666665,7.4,7.166666666666667,7.166666666666667,0.378,0.372,0.372,0.4,0.6666666666666666,0.6666666666666666,0.6,1.0,1.0,0.667,0.667,0.667,0.4,0.3333333333333333,0.3333333333333333,0.4,0.33,0.33,23.82333333333333,24.491666666666667,24.491666666666667,1
7,7.0,7.0,7.0,7.0,22024,1627736,22400156,"NOV 04, 2024",DET vs. LAL,W,28,2,10,0.2,1,5,0.2,2,2,1.0,1,3,4,1,0,0,1,3,7,-6,1,DET,1610612765,LAL,1610612747,1,G,1,0,0,1,0,0,28.0,76,187,2,5,105.0,2,3,105.0,4,2,119.0,3,2,120.0,-2.6,-2.4285714285714284,11.4,12.0,12.0,3.8,4.142857142857143,4.142857142857143,11.4,11.571428571428571,11.571428571428571,0.333,0.358,0.358,3.0,2.857142857142857,2.857142857142857,8.4,7.714285714285714,7.714285714285714,0.357,0.37,0.37,0.8,0.8571428571428571,0.8571428571428571,1.2,1.2857142857142858,1.2857142857142858,0.667,0.667,0.667,0.4,0.2857142857142857,0.2857142857142857,0.8,0.57,0.57,23.826666666666668,25.180952366666663,25.180952366666663,0
8,8.0,8.0,8.0,8.0,22024,1627736,22400169,"NOV 06, 2024",DET @ CHA,L,24,2,11,0.182,1,7,0.143,0,0,0.0,0,1,1,5,2,0,0,1,5,12,1,DET,1610612765,CHA,1610612766,0,G,1,0,0,1,0,0,28.0,76,187,3,5,106.3,3,2,104.4,2,5,118.3,1,4,109.8,-0.2,-2.875,9.4,11.4,11.4,3.2,3.875,3.875,11.4,11.375,11.375,0.281,0.341,0.341,2.2,2.625,2.625,7.8,7.375,7.375,0.282,0.356,0.356,0.8,1.0,1.0,1.2,1.375,1.375,0.667,0.727,0.727,0.6,0.375,0.375,0.8,0.5,0.5,25.46,25.59375,25.59375,0
9,9.0,9.0,9.0,9.0,22024,1627736,22400185,"NOV 08, 2024",DET vs. ATL,W,34,8,14,0.571,3,9,0.333,3,5,0.6,2,0,2,1,0,0,2,2,22,-3,1,DET,1610612765,ATL,1610612737,1,G,1,0,0,1,0,0,28.0,76,187,3,6,106.3,3,2,106.2,4,5,121.2,2,3,115.0,-1.0,-1.2222222222222223,9.8,10.7,10.7,3.4,3.6666666666666665,3.6666666666666665,11.2,11.333333333333334,11.333333333333334,0.304,0.324,0.324,2.2,2.4444444444444446,2.4444444444444446,7.8,7.333333333333333,7.333333333333333,0.282,0.333,0.333,0.8,0.8888888888888888,0.8888888888888888,1.2,1.2222222222222223,1.2222222222222223,0.667,0.727,0.727,0.6,0.3333333333333333,0.3333333333333333,1.0,0.67,0.67,26.6,25.45555555,25.45555555,1
