,Unnamed: 0.1,Unnamed: 0,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,MA_PTS,MA_FGM,MA_FGA,MA_STL,MA_BLK,MA_TOV,MA_FG_PCT,MA_MIN,MA_PLUS_MINUS,AVG_PTS,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAMID,OPP_PPG_ALLOWED,OPP_DEF_EFFICIENCY,PPG,OFF_EFFICIENCY,POSITION,AGE,HEIGHT,WEIGHT,Home_Away
0,0.0,0.0,22024,203081,22400066,"OCT 23, 2024",MIL @ PHI,W,38,9,19,0.474,6,12,0.5,6,7,0.857,3,6,9,6,0,0,3,1,30,19,1,30.0,9.0,19.0,0.0,0.0,3.0,0.474,38.0,19.0,,MIL,1610612749,PHI,1610612755,110.7,110.2,112.7,110.8,G,34.0,74,195,0
1,1.0,1.0,22024,203081,22400083,"OCT 25, 2024",MIL vs. CHI,L,36,11,21,0.524,3,12,0.25,3,3,1.0,0,4,4,8,0,0,5,1,28,-7,1,29.0,10.0,20.0,0.0,0.0,4.0,0.499,37.0,6.0,30.0,MIL,1610612749,CHI,1610612741,121.0,113.2,112.7,110.8,G,34.0,74,195,1
2,2.0,2.0,22024,203081,22400098,"OCT 27, 2024",MIL @ BKN,L,32,5,13,0.385,1,7,0.143,10,11,0.909,1,3,4,4,0,0,4,2,21,-9,1,26.33333333333333,8.333333333333334,17.666666666666668,0.0,0.0,4.0,0.461,35.333333333333336,1.0,29.0,MIL,1610612749,BKN,1610612751,113.5,113.9,112.7,110.8,G,34.0,74,195,0
3,3.0,3.0,22024,203081,22400104,"OCT 28, 2024",MIL @ BOS,L,36,7,15,0.467,2,8,0.25,17,18,0.944,1,6,7,7,2,1,1,2,33,-10,1,28.0,8.0,17.0,0.5,0.25,3.25,0.4625,35.5,-1.75,26.33333333333333,MIL,1610612749,BOS,1610612738,108.3,107.3,112.7,110.8,G,34.0,74,195,0
4,4.0,4.0,22024,203081,22400128,"OCT 31, 2024",MIL @ MEM,L,33,1,12,0.083,0,6,0.0,2,2,1.0,1,1,2,6,1,0,1,3,4,-29,1,23.2,6.6,16.0,0.6,0.2,2.8,0.3866,35.0,-7.2,28.0,MIL,1610612749,MEM,1610612763,114.7,106.1,112.7,110.8,G,34.0,74,195,0
5,5.0,5.0,22024,203081,22400145,"NOV 02, 2024",MIL vs. CLE,L,39,13,24,0.542,10,15,0.667,5,8,0.625,0,4,4,9,0,1,1,4,41,3,1,25.4,7.4,17.0,0.6,0.4,2.4,0.4002,35.2,-10.4,23.2,MIL,1610612749,CLE,1610612739,110.7,107.1,112.7,110.8,G,34.0,74,195,1
6,6.0,6.0,22024,203081,22400154,"NOV 04, 2024",MIL @ CLE,L,37,11,22,0.5,5,9,0.556,9,9,1.0,1,1,2,7,0,0,8,1,36,3,1,27.0,7.4,17.2,0.6,0.4,3.0,0.3954,35.4,-8.4,26.166666666666668,MIL,1610612749,CLE,1610612739,110.7,107.1,112.7,110.8,G,34.0,74,195,0
7,7.0,7.0,22024,203081,22400182,"NOV 07, 2024",MIL vs. UTA,W,37,12,22,0.545,4,11,0.364,6,7,0.857,0,4,4,7,4,0,0,2,34,27,1,29.6,8.8,19.0,1.4,0.4,2.2,0.4274,36.4,-1.2,27.571428571428573,MIL,1610612749,UTA,1610612762,118.4,116.4,112.7,110.8,G,34.0,74,195,1
8,8.0,8.0,22024,203081,22400189,"NOV 08, 2024",MIL @ NYK,L,34,6,15,0.4,0,4,0.0,7,7,1.0,1,5,6,6,0,0,1,0,19,-28,1,26.8,8.6,19.0,1.0,0.2,2.2,0.414,36.0,-4.8,28.375,MIL,1610612749,NYK,1610612752,110.5,110.9,112.7,110.8,G,34.0,74,195,0
9,9.0,9.0,22024,203081,22400202,"NOV 10, 2024",MIL vs. BOS,L,36,4,15,0.267,1,8,0.125,5,5,1.0,0,4,4,6,3,0,3,3,14,-14,1,28.8,9.2,19.6,1.4,0.2,2.6,0.4508,36.6,-1.8,27.33333333333333,MIL,1610612749,BOS,1610612738,108.3,107.3,112.7,110.8,G,34.0,74,195,1
10,10.0,10.0,22024,203081,22400248,"NOV 18, 2024",MIL vs. HOU,W,36,6,18,0.333,0,6,0.0,6,7,0.857,0,4,4,10,0,0,2,1,18,-4,1,24.2,7.8,18.4,1.4,0.0,2.8,0.409,36.0,-3.2,26.0,MIL,1610612749,HOU,1610612745,106.8,104.8,112.7,110.8,G,34.0,74,195,1
11,11.0,11.0,22024,203081,22400253,"NOV 20, 2024",MIL vs. CHI,W,36,7,17,0.412,2,10,0.2,4,4,1.0,0,5,5,10,0,0,4,2,20,11,1,21.0,7.0,17.4,1.4,0.0,2.0,0.3914,35.8,-1.6,25.27272727272728,MIL,1610612749,CHI,1610612741,121.0,113.2,112.7,110.8,G,34.0,74,195,1
12,12.0,12.0,22024,203081,22400029,"NOV 22, 2024",MIL vs. IND,W,37,8,19,0.421,3,8,0.375,5,5,1.0,1,4,5,13,1,0,4,2,24,19,1,19.0,6.2,16.8,0.8,0.0,2.8,0.3666,35.8,-3.2,24.83333333333333,MIL,1610612749,IND,1610612754,116.1,113.4,112.7,110.8,G,34.0,74,195,1
13,13.0,13.0,22024,203081,22400268,"NOV 23, 2024",MIL vs. CHA,W,35,9,21,0.429,3,9,0.333,10,11,0.909,0,4,4,4,1,0,1,2,31,4,1,21.4,6.8,18.0,1.0,0.0,2.8,0.3724,36.0,3.2,24.76923076923077,MIL,1610612749,CHA,1610612766,112.2,110.9,112.7,110.8,G,34.0,74,195,1
14,14.0,14.0,22024,203081,22400036,"NOV 26, 2024",MIL @ MIA,W,38,10,17,0.588,8,13,0.615,9,9,1.0,0,3,3,12,1,1,4,2,37,0,1,26.0,8.0,18.4,0.6,0.2,3.0,0.4366,36.4,6.0,25.214285714285715,MIL,1610612749,MIA,1610612748,110.5,110.1,112.7,110.8,G,34.0,74,195,0
15,15.0,15.0,22024,203081,22400302,"NOV 30, 2024",MIL vs. WAS,W,40,8,18,0.444,5,9,0.556,4,4,1.0,1,4,5,10,3,1,2,2,25,12,1,27.4,8.4,18.4,1.2,0.4,3.0,0.4588,37.2,9.2,26.0,MIL,1610612749,WAS,1610612764,122.2,116.5,112.7,110.8,G,34.0,74,195,1
16,16.0,16.0,22024,203081,22400052,"DEC 03, 2024",MIL @ DET,W,32,9,17,0.529,5,11,0.455,4,4,1.0,0,4,4,5,0,0,3,1,27,7,1,28.8,8.8,18.4,1.2,0.4,2.8,0.4822,36.4,8.4,25.9375,MIL,1610612749,DET,1610612765,113.8,111.3,112.7,110.8,G,34.0,74,195,0
17,17.0,17.0,22024,203081,22400323,"DEC 04, 2024",MIL vs. ATL,L,34,8,14,0.571,5,9,0.556,4,5,0.8,0,4,4,5,1,0,5,1,25,-10,1,29.0,8.8,17.4,1.2,0.4,3.0,0.5122,35.8,2.6,26.0,MIL,1610612749,ATL,1610612737,119.7,111.5,112.7,110.8,G,34.0,74,195,1
18,18.0,18.0,22024,203081,22400335,"DEC 06, 2024",MIL @ BOS,L,40,12,25,0.48,4,12,0.333,3,3,1.0,1,4,5,4,1,0,1,3,31,-7,1,29.0,9.4,18.2,1.2,0.4,3.0,0.5224,36.8,0.4,25.944444444444443,MIL,1610612749,BOS,1610612738,108.3,107.3,112.7,110.8,G,34.0,74,195,0
19,19.0,19.0,22024,203081,22400348,"DEC 08, 2024",MIL @ BKN,W,39,2,7,0.286,2,7,0.286,9,11,0.818,0,6,6,11,1,0,7,0,15,-11,1,24.6,7.8,16.2,1.2,0.2,3.6,0.462,37.0,-1.8,26.21052631578948,MIL,1610612749,BKN,1610612751,113.5,113.9,112.7,110.8,G,34.0,74,195,0
20,20.0,20.0,22024,203081,22401201,"DEC 10, 2024",MIL vs. ORL,W,39,8,15,0.533,2,5,0.4,10,10,1.0,1,1,2,9,1,0,4,4,28,2,1,25.2,7.8,15.6,0.8,0.0,4.0,0.4798,36.8,-3.8,25.65,MIL,1610612749,ORL,1610612753,103.2,104.3,112.7,110.8,G,34.0,74,195,1
21,21.0,21.0,22024,203081,22401229,"DEC 14, 2024",MIL vs. ATL,W,37,8,21,0.381,5,14,0.357,4,5,0.8,0,6,6,7,3,0,2,3,25,5,1,24.8,7.6,16.4,1.4,0.0,3.8,0.4502,37.8,-4.2,25.761904761904763,MIL,1610612749,ATL,1610612737,119.7,111.5,112.7,110.8,G,34.0,74,195,1
22,22.0,22.0,22024,203081,22400430,"DEC 28, 2024",MIL @ CHI,L,35,8,19,0.421,3,9,0.333,10,10,1.0,1,5,6,12,2,0,0,2,29,-4,1,25.6,7.6,17.4,1.6,0.0,2.8,0.4202,38.0,-3.0,25.727272727272727,MIL,1610612749,CHI,1610612741,121.0,113.2,112.7,110.8,G,34.0,74,195,0
23,23.0,23.0,22024,203081,22400450,"DEC 31, 2024",MIL @ IND,W,36,3,14,0.214,3,9,0.333,0,0,0.0,2,2,4,5,2,0,4,2,9,4,1,21.2,5.8,15.2,1.8,0.0,3.4,0.367,37.2,-0.8,25.869565217391305,MIL,1610612749,IND,1610612754,116.1,113.4,112.7,110.8,G,34.0,74,195,0
24,24.0,24.0,22024,203081,22400465,"JAN 02, 2025",MIL vs. BKN,L,40,6,20,0.3,4,13,0.308,7,8,0.875,1,2,3,7,1,0,3,2,23,-4,1,22.8,6.6,17.8,1.8,0.0,2.6,0.3697999999999999,37.4,0.6,25.166666666666668,MIL,1610612749,BKN,1610612751,113.5,113.9,112.7,110.8,G,34.0,74,195,1
25,25.0,25.0,22024,203081,22400483,"JAN 04, 2025",MIL vs. POR,L,37,5,15,0.333,2,7,0.286,4,5,0.8,1,1,2,6,4,0,3,1,16,-2,1,20.4,6.0,17.8,2.4,0.0,2.4,0.3298,37.0,-0.2,25.08,MIL,1610612749,POR,1610612757,116.8,114.9,112.7,110.8,G,34.0,74,195,1
26,26.0,26.0,22024,203081,22400497,"JAN 06, 2025",MIL @ TOR,W,26,7,12,0.583,5,8,0.625,6,7,0.857,0,5,5,3,0,0,1,0,25,20,1,20.4,5.8,16.0,1.8,0.0,2.2,0.3702,34.8,2.8,24.73076923076923,MIL,1610612749,TOR,1610612761,119.0,115.1,112.7,110.8,G,34.0,74,195,0
27,,,22024,203081,0022400516,"JAN 08, 2025",MIL vs. SAS,W,35,8,13,0.615,4,7,0.571,6,6,1.0,0,5,5,8,0,0,2,1,26,8,2,19.8,5.8,14.8,1.4,0.0,2.6,0.409,34.8,5.2,24.74074074074074,MIL,1610612749,SAS,1610612759,111.8,109.4,113.0,111.0,G,34.0,74,195,1
