,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAMID,Home_Away,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,TEAM_W,TEAM_L,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG_ALLOWED,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,MA_PTS,MA_FGM,MA_FGA,MA_FG_PCT,MA_FG3M,MA_FG3A,MA_FG3_PCT,MA_FTM,MA_FTA,MA_FT_PCT,MA_OREB,MA_STL,MA_MIN,MA_PLUS_MINUS,AVG_PTS,AVG_FGM,AVG_FGA,AVG_FG_PCT,AVG_FG3M,AVG_FG3A,AVG_FG3_PCT,AVG_FTM,AVG_FTA,AVG_FT_PCT,AVG_OREB,AVG_STL,AVG_MIN,AVG_PLUS_MINUS,VS_AVG_PTS,VS_AVG_FGM,VS_AVG_FGA,VS_AVG_FG_PCT,VS_AVG_FG3M,VS_AVG_FG3A,VS_AVG_FG3_PCT,VS_AVG_FTM,VS_AVG_FTA,VS_AVG_FT_PCT,VS_AVG_OREB,VS_AVG_STL,VS_AVG_MIN,VS_AVG_PLUS_MINUS,target,OPP_DEF_EFFICIENCY
28,22024,1641705,22400592,"JAN 19, 2025",SAS vs. IND,L,30,8,18,0.444,3,8,0.375,2,6,0.333,1,9,10,3,0,1,3,2,21,-10,1,SAS,1610612759,IND,1610612748,1,F-C,0,1,0,0,1,1,21.0,87,235,19,22,111.6,1,4,113.6,,,114.6,3,2,105.8,17.2,7.0,16.6,0.4232,2.6,7.4,0.354,0.6,1.6,0.1666,1.6,1.6,33.0,-2.4,24.542857142857144,8.971428571428572,18.942857142857143,0.4627714285714285,3.2285714285714286,9.142857142857142,0.3371714285714285,3.3714285714285714,3.8857142857142857,0.7515142857142857,1.8,1.1142857142857143,33.17142857142857,3.5142857142857142,24.542857142857144,8.971428571428572,18.942857142857143,0.4627714285714285,3.2285714285714286,9.142857142857142,0.3371714285714285,3.3714285714285714,3.8857142857142857,0.7515142857142857,1.8,1.1142857142857143,33.17142857142857,3.5142857142857142,0,112.1
