,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAM_ID,HOME_AWAY,VS_DIVISION,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,YOE,TEAM_W,TEAM_L,TEAM_W_HOME/AWAY,TEAM_L_HOME/AWAY,B2B_HOME,B2B_AWAY,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG,OPP_PPG_ALLOWED,OPP_PF,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,OPP_L5_PPG_ALLOWED,MA_PLUS_MINUS,AVG_PLUS_MINUS,MA_PTS,AVG_PTS,VS_PTS,MA_FGM,AVG_FGM,VS_FGM,MA_FGA,AVG_FGA,VS_FGA,MA_FG_PCT,AVG_FG_PCT,VS_FG_PCT,MA_FG3M,AVG_FG3M,VS_FG3M,MA_FG3A,AVG_FG3A,VS_FG3A,MA_FG3_PCT,AVG_FG3_PCT,VS_FG3_PCT,MA_FTM,AVG_FTM,VS_FTM,MA_FTA,AVG_FTA,VS_FTA,MA_FT_PCT,AVG_FT_PCT,VS_FT_PCT,MA_OREB,AVG_OREB,VS_OREB,MA_STL,AVG_STL,VS_STL,MA_MIN,AVG_MIN,VS_MIN,target
0,22024,202331,0022400167,"NOV 04, 2024",PHI @ PHX,L,32,4,14,0.286,1,7,0.143,6,7,0.857,0,5,5,4,1,0,6,3,15,3,1,PHI,1610612755,PHX,1610612756,0,0,F,0,1,0,0,1,0,34.0,80,220,14,1,4,1,1,0,0,107.2,1,4,107.2,5,1,113.8,109.8,19.666666666666668,4,1,113.4,109.2,3.0,3.0,,15.0,,,4.0,,,14.0,,,0.286,,,1.0,,,7.0,,,0.143,,,6.0,,,7.0,,,0.857,,,0.0,,,1.0,,,32.0,,0
1,22024,202331,0022400179,"NOV 06, 2024",PHI @ LAC,L,24,7,9,0.778,2,3,0.667,2,2,1.0,3,4,7,2,3,1,4,4,18,-11,1,PHI,1610612755,LAC,1610612746,0,0,F,0,1,0,0,1,0,34.0,80,220,14,1,5,1,2,0,0,108.7,1,4,108.6,3,4,109.0,109.1,21.857142857142858,2,3,108.2,108.8,-4.0,3.0,15.0,15.0,15.0,4.0,4.0,4.0,14.0,14.0,14.0,0.286,0.286,0.286,1.0,1.0,1.0,7.0,7.0,7.0,0.143,0.143,0.143,6.0,6.0,6.0,7.0,7.0,7.0,0.857,0.857,0.857,0.0,0.0,0.0,1.0,1.0,1.0,31.6,31.6,31.6,1
2,22024,202331,0022400195,"NOV 08, 2024",PHI @ LAL,L,25,4,13,0.308,0,6,0.0,1,2,0.5,1,3,4,8,1,0,0,2,9,-4,1,PHI,1610612755,LAL,1610612747,0,0,F,0,1,0,0,1,0,34.0,80,220,14,1,6,1,3,0,0,107.1,1,4,106.8,4,4,115.9,120.0,17.0,1,4,112.6,122.8,-4.0,-4.0,16.5,16.5,16.5,5.5,5.5,5.5,11.5,11.5,11.5,0.478,0.478,0.478,1.5,1.5,1.5,5.0,5.0,5.0,0.3,0.3,0.3,4.0,4.0,4.0,4.5,4.5,4.5,0.889,0.889,0.889,1.5,1.5,1.5,2.0,2.0,2.0,27.6,27.6,27.6,0
3,22024,202331,0022400205,"NOV 10, 2024",PHI vs. CHA,W,33,6,18,0.333,1,9,0.111,2,2,1.0,0,3,3,9,2,0,4,1,15,-2,1,PHI,1610612755,CHA,1610612766,1,0,F,0,1,0,0,1,0,34.0,80,220,14,1,7,0,3,0,0,107.0,0,5,104.4,4,5,110.0,113.1,22.444444444444443,2,3,103.2,108.2,-3.5,-4.0,14.0,14.0,14.0,5.0,5.0,5.0,12.0,12.0,12.0,0.417,0.417,0.417,1.0,1.0,1.0,5.333333333333333,5.333333333333333,5.333333333333333,0.188,0.188,0.188,3.0,3.0,3.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,0.818,0.818,0.818,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.67,1.67,1.67,26.716666666666665,26.716666666666665,26.716666666666665,1
4,22024,202331,0022400004,"NOV 12, 2024",PHI vs. NYK,L,32,10,19,0.526,7,11,0.636,2,2,1.0,1,9,10,3,3,1,4,3,29,-11,1,PHI,1610612755,NYK,1610612752,1,1,F,0,1,0,0,1,0,34.0,80,220,14,2,7,1,3,0,0,107.0,1,4,106.8,4,5,114.4,111.2,17.444444444444443,2,3,115.6,110.8,-5.0,-3.5,14.3,14.3,14.3,5.25,5.25,5.25,13.5,13.5,13.5,0.389,0.389,0.389,1.0,1.0,1.0,6.25,6.25,6.25,0.16,0.16,0.16,2.75,2.75,2.75,3.25,3.25,3.25,0.846,0.846,0.846,1.0,1.0,1.0,1.75,1.75,1.75,28.345833333333335,28.345833333333335,28.345833333333335,1
5,22024,202331,0022400010,"NOV 15, 2024",PHI @ ORL,L,36,4,15,0.267,3,9,0.333,2,3,0.667,1,3,4,5,4,0,3,2,13,-11,1,PHI,1610612755,ORL,1610612753,0,0,F,0,1,0,0,1,0,34.0,80,220,14,2,9,1,4,0,0,106.2,1,4,103.2,7,6,107.4,103.7,19.692307692307693,4,1,111.0,95.8,-7.8,-5.0,17.2,17.2,17.2,6.2,6.2,6.2,14.6,14.6,14.6,0.425,0.425,0.425,2.2,2.2,2.2,7.2,7.2,7.2,0.306,0.306,0.306,2.6,2.6,2.6,3.0,3.0,3.0,0.867,0.867,0.867,1.0,1.0,1.0,2.0,2.0,2.0,29.10333333333333,29.10333333333333,29.10333333333333,0
6,22024,202331,0022400245,"NOV 18, 2024",PHI @ MIA,L,33,5,13,0.385,1,7,0.143,7,9,0.778,0,6,6,5,3,0,3,3,18,-17,1,PHI,1610612755,MIA,1610612748,0,0,F,0,1,0,0,1,0,34.0,80,220,14,2,10,1,5,0,0,104.5,1,4,100.8,5,7,111.3,111.8,17.0,2,3,114.4,116.4,-9.0,-6.0,16.8,16.5,16.5,6.2,5.833333333333333,5.833333333333333,14.8,14.666666666666666,14.666666666666666,0.419,0.398,0.398,2.6,2.3333333333333335,2.3333333333333335,7.6,7.5,7.5,0.342,0.311,0.311,1.8,2.5,2.5,2.2,3.0,3.0,0.818,0.833,0.833,1.2,1.0,1.0,2.6,2.33,2.33,29.9,30.183333333333334,30.183333333333334,1
7,22024,202331,0022400255,"NOV 20, 2024",PHI @ MEM,L,17,1,6,0.167,0,2,0.0,0,0,0.0,1,3,4,2,1,0,1,1,2,-10,1,PHI,1610612755,MEM,1610612763,0,0,F,0,1,0,0,1,0,34.0,80,220,14,2,11,1,6,0,0,103.3,1,4,97.4,8,7,119.1,112.7,21.533333333333335,2,3,118.0,110.4,-10.2,-7.571428571428571,16.8,16.7,16.7,5.8,5.714285714285714,5.714285714285714,15.6,14.428571428571429,14.428571428571429,0.372,0.396,0.396,2.4,2.142857142857143,2.142857142857143,8.4,7.428571428571429,7.428571428571429,0.286,0.288,0.288,2.8,3.142857142857143,3.142857142857143,3.6,3.857142857142857,3.857142857142857,0.778,0.815,0.815,0.6,0.8571428571428571,0.8571428571428571,2.6,2.43,2.43,31.77,30.578571416666666,30.578571416666666,0
8,22024,202331,0022400301,"NOV 30, 2024",PHI @ DET,W,26,4,12,0.333,1,2,0.5,2,3,0.667,1,7,8,5,1,0,3,3,11,30,1,PHI,1610612755,DET,1610612765,0,0,F,0,1,0,0,1,0,34.0,80,220,14,3,14,1,7,0,0,104.8,1,4,105.4,9,12,110.5,111.7,20.0,2,3,112.8,114.2,-3.8,-7.875,15.4,14.9,14.9,5.2,5.125,5.125,14.2,13.375,13.375,0.366,0.383,0.383,2.4,1.875,1.875,7.6,6.75,6.75,0.316,0.278,0.278,2.6,2.75,2.75,3.2,3.375,3.375,0.813,0.815,0.815,0.6,0.875,0.875,2.6,2.25,2.25,30.27,28.9375,28.9375,0
9,22024,202331,0022400050,"DEC 03, 2024",PHI @ CHA,W,37,10,16,0.625,6,9,0.667,3,3,1.0,1,1,2,8,2,1,2,2,29,0,1,PHI,1610612755,CHA,1610612766,0,0,F,0,1,0,0,1,0,34.0,80,220,14,4,14,2,7,0,0,105.1,2,3,109.8,6,14,107.5,112.1,21.25,0,5,99.8,104.8,-1.6,-3.6666666666666665,14.6,14.4,15.0,4.8,5.0,6.0,13.0,13.222222222222221,18.0,0.369,0.378,0.333,2.4,1.7777777777777777,1.0,6.2,6.222222222222222,9.0,0.387,0.286,0.111,2.6,2.6666666666666665,2.0,3.4,3.3333333333333335,2.0,0.765,0.8,1.0,0.8,0.8888888888888888,0.0,2.4,2.11,2.0,28.893333333333334,28.65,33.233333333333334,1
